"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"20","GO:0015849",88,15,6.22,"0.01257","organic acid transport","aaeA,aaeB,acrA,actP,adiC,alaE,ansP,argO,aroP,artJ,artM,brnQ,cadB,cycA,cydC,cydD,dauA,dctA,dcuA,dcuB,dcuC,dsdX,eamA,eamB,exuT,fadL,focA,gabP,gadC,glcA,glnP,gltK,gltP,gltS,gntT,gntU,hisM,hisP,idnT,kdgT,leuE,livF,livG,livH,livJ,livK,livM,lldP,lysO,lysP,metI,metN,metQ,mtr,nanC,nanT,panF,pheP,plaP,proP,proV,proY,putP,rhtA,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,uacT,ulaA,ulaB,ulaC,ybaT,yddG,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","aaeA,aaeB,adiC,cadB,dcuB,dcuC,exuT,focA,gadC,mtr,proV,tdcC,ulaA,ulaB,ulaC"
"21","GO:0046395",97,18,6.85,"0.01325","carboxylic acid catabolic process","acnB,acs,adiA,aidB,ansA,asnB,astA,astB,astC,astD,astE,cadA,caiA,dadA,dcyD,dgoA,dgoD,dgoK,dsdA,fadA,fadB,fadD,fadE,fadH,fadM,fixB,gabD,gabT,garD,garK,garL,garR,gcl,gcvH,gcvT,ghrB,glcB,glcD,glcE,glcF,glxK,glxR,glyA,gntK,grcA,gudD,hdhA,hinT,idnD,idnK,idnO,kdgK,kduD,kduI,ldcC,lgoD,lgoR,lpd,ltaE,nadC,nagA,nagB,nanA,nanE,nanK,oxc,pflB,poxB,prpB,pta,putA,sad,sdaA,sdaB,speA,tdcB,tdcD,tdcE,tdcG,tdh,tesB,tnaA,uidA,ulaD,ulaG,uxaA,uxaB,uxaC,uxuA,uxuB,yahI,ybcF,ydiO,ydiR,ygeX,ykgF,yqeA","astC,cadA,fixB,gcl,glxR,grcA,lgoD,oxc,prpB,tdcB,tdcD,tdcE,tdcG,ulaD,ulaG,yahI,ybcF,ygeX"
"22","GO:0071731",3,2,0.21,"0.01418","response to nitric oxide","fnr,norV,norW","norV,norW"
"23","GO:0019546",3,2,0.21,"0.01418","arginine deiminase pathway","yahI,ybcF,yqeA","yahI,ybcF"
"24","GO:0051454",3,2,0.21,"0.01418","intracellular pH elevation","adiA,adiC,gadC","adiC,gadC"
"25","GO:0072488",3,2,0.21,"0.01418","ammonium transmembrane transport","caiT,mdtI,mdtJ","caiT,mdtI"
"26","GO:0045852",3,2,0.21,"0.01418","pH elevation","adiA,adiC,gadC","adiC,gadC"
"27","GO:0097366",3,2,0.21,"0.01418","response to bronchodilator","fnr,norV,norW","norV,norW"
"28","GO:0009063",39,10,2.75,"0.01710","cellular amino acid catabolic process","adiA,ansA,asnB,astA,astB,astC,astD,astE,cadA,dadA,dcyD,dsdA,gabD,gabT,gcvH,gcvT,glyA,grcA,hinT,ldcC,lpd,ltaE,pflB,pta,putA,sad,sdaA,sdaB,speA,tdcB,tdcD,tdcE,tdcG,tdh,tnaA,yahI,ybcF,ygeX,yqeA","astC,cadA,grcA,tdcB,tdcD,tdcE,tdcG,yahI,ybcF,ygeX"
"29","GO:0016054",103,18,7.27,"0.02179","organic acid catabolic process","acnB,acs,adiA,aidB,ansA,asnB,astA,astB,astC,astD,astE,cadA,caiA,dadA,dcyD,dgoA,dgoD,dgoK,dsdA,fadA,fadB,fadD,fadE,fadH,fadM,fixB,gabD,gabT,garD,garK,garL,garR,gcl,gcvH,gcvT,ghrB,glcB,glcD,glcE,glcF,glxK,glxR,glyA,gntK,grcA,gudD,hdhA,hinT,idnD,idnK,idnO,kdgK,kduD,kduI,ldcC,lgoD,lgoR,lpd,ltaE,nadC,nagA,nagB,nanA,nanE,nanK,oxc,pflB,poxB,prpB,pta,putA,sad,sdaA,sdaB,speA,ssuD,ssuE,tdcB,tdcD,tdcE,tdcG,tdh,tesB,tnaA,uidA,ulaD,ulaG,uxaA,uxaB,uxaC,uxuA,uxuB,yahI,ybcF,ydiO,ydiR,ygeX,yihS,yihT,yihU,yihV,ykgF,yqeA","astC,cadA,fixB,gcl,glxR,grcA,lgoD,oxc,prpB,tdcB,tdcD,tdcE,tdcG,ulaD,ulaG,yahI,ybcF,ygeX"
"30","GO:0015695",16,4,1.13,"0.02230","organic cation transport","betT,cadB,caiT,emrE,mdtI,mdtJ,osmF,plaP,potF,potH,potI,proP,proW,yehW,yehX,yehY","cadB,caiT,mdtI,proW"
"31","GO:0006591",4,2,0.28,"0.02705","ornithine metabolic process","argD,astC,gabT,ygeW","astC,ygeW"
"32","GO:0051453",4,2,0.28,"0.02705","regulation of intracellular pH","adiA,adiC,gadC,nhaB","adiC,gadC"
"33","GO:0042450",4,2,0.28,"0.02705","arginine biosynthetic process via ornithine","argD,astC,gabT,ygeW","astC,ygeW"
"34","GO:0009436",4,2,0.28,"0.02705","glyoxylate catabolic process","gcl,glcB,glxK,glxR","gcl,glxR"
"35","GO:0015696",17,4,1.2,"0.02760","ammonium transport","amtB,betT,cadB,caiT,emrE,mdtI,mdtJ,osmF,plaP,potF,potH,potI,proP,proW,yehW,yehX,yehY","cadB,caiT,mdtI,proW"
"36","GO:0035690",10,3,0.71,"0.02868","cellular response to drug","katG,norW,pdeF,uspE,yajL,ychH,ygiW,yhcN,yjaA,yodD","norW,yhcN,yodD"
"37","GO:0006811",205,24,14.48,"0.03483","ion transport","aaeA,aaeB,acrA,actP,adiC,alaE,amtB,ansP,aqpZ,argO,aroP,artJ,artM,atpA,atpB,atpC,betT,brnQ,cadB,caiT,chaA,clcA,clcB,copA,corA,crcB,cusA,cusB,cusC,cycA,cydC,cydD,cyoA,cyoB,cyoC,cyoD,cysZ,dauA,dctA,dcuA,dcuB,dcuC,dgoT,dsdX,dtpA,dtpB,dtpC,eamA,eamB,efeB,efeO,emrE,exuT,fadL,feoA,feoB,fepA,fepB,fepC,fepD,fepE,fepG,fetB,focA,gabP,gadC,garP,glcA,glnP,glpF,glpT,gltK,gltP,gltS,gntT,gntU,gsiA,gsiB,gsiC,gsiD,gudP,hisM,hisP,idnT,kch,kdgT,kdpA,kdpB,kdpC,kefB,kefC,kefF,kgtP,kup,leuE,livF,livG,livH,livJ,livK,livM,lldP,lplT,lysO,lysP,mdfA,mdtI,mdtJ,metI,metN,metQ,mgtA,mlaB,mlaC,mlaE,mlaF,mntH,mntP,mscL,mscS,mtr,nanC,nanT,narK,narU,nhaA,nhaB,nikB,nikC,nirC,nuoB,nuoL,nuoM,nuoN,ompA,ompF,osmF,panF,pheP,phoU,plaP,potF,potH,potI,proP,proV,proW,proY,pstA,pstB,pstC,pstS,ptsN,putP,rcnA,rhtA,rhtB,sapD,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tehA,tnaB,tolC,trkA,trkH,uacT,ugpA,ugpB,ugpC,ugpE,uhpC,uhpT,ulaA,ulaB,ulaC,ybaT,ybdG,yddG,ydgI,yeeO,yehW,yehX,yehY,yfaV,yfdC,ygaH,ygaZ,ygjI,yhjX,yifK,yihO,yijE,yjbB,yjeH,yjeM,ynaI,yrbG,zntA,zupT","aaeA,aaeB,adiC,cadB,caiT,dcuB,dcuC,dtpB,exuT,focA,gadC,mdtI,mntP,mtr,narK,nikC,proV,proW,tdcC,uhpT,ulaA,ulaB,ulaC,yhjX"
"38","GO:0006527",11,3,0.78,"0.03743","arginine catabolic process","adiA,astA,astB,astC,astD,astE,sad,speA,yahI,ybcF,yqeA","astC,yahI,ybcF"
"39","GO:0015711",113,16,7.98,"0.03752","organic anion transport","aaeA,aaeB,acrA,actP,adiC,alaE,ansP,argO,aroP,artJ,artM,brnQ,cadB,cycA,cydC,cydD,dauA,dctA,dcuA,dcuB,dcuC,dgoT,dsdX,eamA,eamB,exuT,fadL,fepA,fepB,fepD,fepE,fepG,focA,gabP,gadC,garP,glcA,glnP,glpT,gltK,gltP,gltS,gntT,gntU,gsiA,gsiB,gsiC,gsiD,gudP,hisM,hisP,idnT,kdgT,leuE,livF,livG,livH,livJ,livK,livM,lldP,lplT,lysO,lysP,metI,metN,metQ,mlaB,mlaC,mlaE,mlaF,mtr,nanC,nanT,panF,pheP,plaP,proP,proV,proY,putP,rhtA,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,tolC,uacT,ugpA,ugpB,ugpC,ugpE,uhpT,ulaA,ulaB,ulaC,ybaT,yddG,ydgI,yeeO,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","aaeA,aaeB,adiC,cadB,dcuB,dcuC,exuT,focA,gadC,mtr,proV,tdcC,uhpT,ulaA,ulaB,ulaC"
"40","GO:0019541",7,4,0.49,"0.04207","propionate metabolic process","ackA,acnB,prpB,prpC,prpD,pta,tdcE","prpB,prpC,prpD,tdcE"
"41","GO:0030641",5,2,0.35,"0.04302","regulation of cellular pH","adiA,adiC,gadC,mdfA,nhaB","adiC,gadC"
"42","GO:0009084",20,4,1.41,"0.04765","glutamine family amino acid biosynthetic process","aegA,argA,argB,argC,argD,argE,argG,argH,astC,carA,carB,gabT,gdhA,gltB,gltD,proA,proB,ygeW,ygfK,ygfT","aegA,astC,ygeW,ygfK"
"43","GO:0006820",129,17,9.11,"0.04955","anion transport","aaeA,aaeB,acrA,actP,adiC,alaE,ansP,argO,aroP,artJ,artM,brnQ,cadB,clcA,clcB,crcB,cycA,cydC,cydD,cysZ,dauA,dctA,dcuA,dcuB,dcuC,dgoT,dsdX,eamA,eamB,exuT,fadL,fepA,fepB,fepD,fepE,fepG,focA,gabP,gadC,garP,glcA,glnP,glpT,gltK,gltP,gltS,gntT,gntU,gsiA,gsiB,gsiC,gsiD,gudP,hisM,hisP,idnT,kdgT,leuE,livF,livG,livH,livJ,livK,livM,lldP,lplT,lysO,lysP,metI,metN,metQ,mlaB,mlaC,mlaE,mlaF,mtr,nanC,nanT,narK,narU,nirC,panF,pheP,phoU,plaP,proP,proV,proY,pstA,pstB,pstC,pstS,putP,rhtA,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,tolC,uacT,ugpA,ugpB,ugpC,ugpE,uhpC,uhpT,ulaA,ulaB,ulaC,ybaT,yddG,ydgI,yeeO,yfaV,yfdC,ygaH,ygaZ,ygjI,yifK,yijE,yjbB,yjeH,yjeM","aaeA,aaeB,adiC,cadB,dcuB,dcuC,exuT,focA,gadC,mtr,narK,proV,tdcC,uhpT,ulaA,ulaB,ulaC"
