"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"42","GO:0006635",11,3,0.68,"0.02672","fatty acid beta-oxidation","aidB,caiA,fadA,fadB,fadD,fadE,fadH,fadM,fixB,ydiO,ydiR","aidB,fadA,fadH"
"43","GO:1905039",60,8,3.72,"0.02956","carboxylic acid transmembrane transport","actP,adiC,alaE,ansP,argO,aroP,artM,brnQ,cadB,cycA,cydC,cydD,dauA,dctA,dsdX,eamA,eamB,exuT,gabP,gadC,glcA,glnP,gltK,gltS,gntT,gntU,idnT,kdgT,leuE,livF,livK,lldP,lysO,lysP,mtr,panF,pheP,plaP,proV,proY,putP,satP,shiA,tcyJ,tcyL,tcyN,tcyP,tnaB,ulaA,ulaB,ulaC,ybaT,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","actP,alaE,dctA,gabP,gadC,glcA,tnaB,ybaT"
"44","GO:0022904",20,4,1.24,"0.03163","respiratory electron transport chain","appB,appC,cydA,cydB,cyoA,cyoB,cyoC,cyoD,dld,fdoH,narI,narV,narY,narZ,ndh,nrfA,nrfB,nrfC,nrfD,nuoE","appC,narV,narY,narZ"
"45","GO:1903825",61,8,3.79,"0.03229","organic acid transmembrane transport","actP,adiC,alaE,ansP,argO,aroP,artM,brnQ,cadB,cycA,cydC,cydD,dauA,dctA,dsdX,eamA,eamB,exuT,gabP,gadC,glcA,glnP,gltK,gltS,gntT,gntU,idnT,kdgT,leuE,livF,livK,lldP,lysO,lysP,mtr,panF,pheP,plaP,proV,proY,putP,satP,shiA,tcyJ,tcyL,tcyN,tcyP,tnaB,uacT,ulaA,ulaB,ulaC,ybaT,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","actP,alaE,dctA,gabP,gadC,glcA,tnaB,ybaT"
"46","GO:0009445",5,2,0.31,"0.03380","putrescine metabolic process","patA,patD,sad,speA,speB","patA,patD"
"47","GO:0072350",12,3,0.74,"0.03404","tricarboxylic acid metabolic process","aceK,acnA,acnB,argG,fumC,mdh,sdhA,sucA,sucB,sucC,sucD,yahF","acnA,sdhA,sucC"
"48","GO:0034440",13,3,0.81,"0.04229","lipid oxidation","aidB,caiA,fadA,fadB,fadD,fadE,fadH,fadK,fadM,fadR,fixB,ydiO,ydiR","aidB,fadA,fadH"
"49","GO:0019395",13,3,0.81,"0.04229","fatty acid oxidation","aidB,caiA,fadA,fadB,fadD,fadE,fadH,fadK,fadM,fadR,fixB,ydiO,ydiR","aidB,fadA,fadH"
"50","GO:0010041",6,2,0.37,"0.04866","response to iron(III) ion","arnD,arnE,arnF,arnT,basR,basS","arnE,arnF"
"51","GO:0010039",6,2,0.37,"0.04866","response to iron ion","arnD,arnE,arnF,arnT,basR,basS","arnE,arnF"
"52","GO:0015740",6,2,0.37,"0.04866","C4-dicarboxylate transport","dauA,dctA,dcuA,dcuB,dcuC,satP","dctA,dcuB"
"53","GO:0009063",39,10,2.42,"0.04916","cellular amino acid catabolic process","adiA,ansA,asnB,astA,astB,astC,astD,astE,cadA,dadA,dcyD,dsdA,gabD,gabT,gcvH,gcvT,glyA,grcA,hinT,ldcC,lpd,ltaE,pflB,pta,putA,sad,sdaA,sdaB,speA,tdcB,tdcD,tdcE,tdcG,tdh,tnaA,yahI,ybcF,ygeX,yqeA","astA,astB,astC,astD,astE,dadA,gabD,gabT,gcvH,tnaA"
