"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"11","GO:0009157",3,2,0.16,"0.00837","deoxyribonucleoside monophosphate biosynthetic process","dut,tdk,yfbR","tdk,yfbR"
"12","GO:0006306",3,2,0.16,"0.00837","DNA methylation","dam,dcm,yhdJ","dcm,yhdJ"
"13","GO:0046183",3,2,0.16,"0.00837","L-idonate catabolic process","idnD,idnK,idnO","idnD,idnO"
"14","GO:0016226",16,4,0.86,"0.00886","iron-sulfur cluster assembly","csdE,cyaY,erpA,fdx,hscB,iscA,iscS,iscU,iscX,nfuA,sufA,sufB,sufC,sufD,sufS,ygfZ","sufA,sufC,sufD,sufS"
"15","GO:0071973",38,9,2.05,"0.00988","bacterial-type flagellum-dependent cell motility","cdgI,chaC,cheY,cheZ,dgcJ,dgcN,dgcQ,ecpR,flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgI,flgJ,fliD,fliG,fliK,fliL,fliS,fliT,fliZ,frdA,frdB,frdC,glgS,motA,pgrR,uspE,ybjN,ycdX,ycdY,ycgR,yciG,ydiV,yfiR","flgA,flgB,flgE,flgG,fliD,fliL,fliS,fliZ,motA"
"16","GO:0006979",70,9,3.78,"0.01148","response to oxidative stress","acnA,ahpC,ariR,azoR,barA,bcp,bsmA,btuE,clpA,cysD,degP,fnr,fre,ftnA,fumC,gpmM,gstA,hcp,icd,katG,lpd,mdtK,mltC,mntH,msrA,msrC,napF,nfuA,norV,norW,osmC,oxyR,patZ,pdeF,pgi,rclA,rclC,rseC,sodA,sodB,sodC,soxR,sufA,sufD,sufE,tatD,tpx,trxA,trxC,ubiH,uspE,uspF,wrbA,yaaA,yaaU,yajL,ybhJ,ychF,ychH,ydbK,yfcF,yfcG,yggE,yggX,ygiW,yhcN,yidH,yjaA,yodD,yqhD","ahpC,azoR,bcp,cysD,mltC,sodA,sufA,sufD,sufE"
"17","GO:0009256",4,2,0.22,"0.01614","10-formyltetrahydrofolate metabolic process","folA,folC,folM,purU","folA,purU"
"18","GO:0009257",4,2,0.22,"0.01614","10-formyltetrahydrofolate biosynthetic process","folA,folC,folM,purU","folA,purU"
"19","GO:0006935",11,3,0.59,"0.01841","chemotaxis","aer,cheA,cheB,cheW,cheY,cobB,fliM,malE,nikA,tar,tsr","cheA,cheB,fliM"
"20","GO:0006826",11,3,0.59,"0.01841","iron ion transport","efeB,efeO,feoA,feoB,fepA,fepC,fepD,fepE,fepG,mntH,zupT","efeB,efeO,fepC"
"21","GO:0042330",11,3,0.59,"0.01841","taxis","aer,cheA,cheB,cheW,cheY,cobB,fliM,malE,nikA,tar,tsr","cheA,cheB,fliM"
"22","GO:0006928",52,12,2.81,"0.03082","movement of cell or subcellular component","cdgI,chaC,cheY,cheZ,dgcJ,dgcN,dgcQ,dgcZ,ecpR,flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgI,flgJ,fliD,fliG,fliK,fliL,fliS,fliT,fliZ,frdA,frdB,frdC,glgS,malE,motA,pdeH,pgrR,plaP,preA,recA,tsr,uspE,uspG,ybjN,ycdX,ycdY,ycgR,yciG,ydcZ,ydgA,ydiV,yfiR,ymfA,yneE,ypdB,yqaA","flgA,flgB,flgE,flgG,fliD,fliL,fliS,fliZ,motA,plaP,ydcZ,yneE"
"23","GO:0015684",6,2,0.32,"0.03758","ferrous iron transport","efeB,efeO,feoA,feoB,mntH,zupT","efeB,efeO"
"24","GO:0043173",6,2,0.32,"0.03758","nucleotide salvage","add,gpt,hpt,nadE,xapA,yfbR","gpt,yfbR"
