"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"28","GO:0016651",36,7,3.23,"0.03585","oxidoreductase activity, acting on NAD(P)H","ahpF,azoR,cysJ,fdhF,gor,guaC,hcr,kefF,lpd,mdaB,mioC,napA,ndh,nfsA,nfsB,nuoA,nuoB,nuoC,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoM,nuoN,pntA,pntB,preA,preT,queF,sthA,trxB,trxC,wrbA","cysJ,ndh,nuoJ,preT,sthA,trxC,wrbA"
"29","GO:0070279",36,7,3.23,"0.03585","vitamin B6 binding","alaA,alr,argD,arnB,aspC,astC,bioA,bioF,csdA,cysK,cysM,dcyD,gabT,glyA,hemL,ilvA,iscS,kbl,ltaE,malY,metB,metC,pabC,patA,selA,serC,sufS,tdcB,thrC,tnaA,trpA,trpB,tyrB,ybdL,ygeX,yggS","arnB,astC,bioA,bioF,cysK,gabT,tnaA"
"30","GO:0004029",9,3,0.81,"0.03907","aldehyde dehydrogenase (NAD) activity","aldA,aldB,astD,betB,eutE,gabD,patD,putA,sad","astD,gabD,patD"
"31","GO:0016628",9,3,0.81,"0.03907","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","cysG,dapB,entA,fabI,fadH,nemA,preA,tyrA,yhdH","entA,fadH,yhdH"
"32","GO:0032843",4,2,0.36,"0.04200","hydroperoxide reductase activity","ahpC,bcp,hmp,tpx","ahpC,hmp"
"33","GO:0051538",4,2,0.36,"0.04200","3 iron, 4 sulfur cluster binding","frdB,hyaA,ispH,sdhB","frdB,sdhB"
"34","GO:0015184",4,2,0.36,"0.04200","L-cystine transmembrane transporter activity","tcyJ,tcyL,tcyN,tcyP","tcyJ,tcyP"
"35","GO:0015927",4,2,0.36,"0.04200","trehalase activity","treA,treC,treF,ygjK","treA,treC"
"36","GO:0036397",4,2,0.36,"0.04200","formate dehydrogenase (quinone) activity","fdnH,fdnI,fdoH,fdoI","fdnH,fdnI"
"37","GO:0016748",4,2,0.36,"0.04200","succinyltransferase activity","dapD,metA,opgC,sucB","opgC,sucB"
