"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"12","GO:0006097",7,5,1.35,"0.00393","glyoxylate cycle","aceA,aceB,aceK,acnA,acnB,glcB,prpB","aceA,aceB,acnA,glcB,prpB"
"13","GO:0009098",7,5,1.35,"0.00393","leucine biosynthetic process","ilvE,leuA,leuB,leuC,leuD,lrp,tyrB","ilvE,leuA,leuB,leuC,leuD"
"14","GO:0009409",13,7,2.51,"0.00560","response to cold","cspA,cspG,deaD,hscA,infC,lepA,lpxP,otsA,otsB,raiA,rbfA,rnr,ybiT","cspA,cspG,deaD,lepA,otsA,otsB,ybiT"
"15","GO:0019541",5,4,0.97,"0.00584","propionate metabolic process","ackA,acnB,prpB,prpD,pta","ackA,prpB,prpD,pta"
"16","GO:0031460",5,4,0.97,"0.00584","glycine betaine transport","osmF,proP,yehW,yehX,yehY","osmF,yehW,yehX,yehY"
"17","GO:0015752",3,3,0.58,"0.00718","D-ribose transmembrane transport","xylF,xylG,xylH","xylF,xylG,xylH"
"18","GO:0015753",3,3,0.58,"0.00718","D-xylose transmembrane transport","xylF,xylG,xylH","xylF,xylG,xylH"
"19","GO:0034470",84,30,16.24,"0.00743","ncRNA processing","alaS,cca,cmoA,dusA,dusB,dusC,fmt,gluQ,hslR,iscS,miaA,miaB,mnmC,mnmE,mnmG,queA,rbfA,rbn,rimO,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rnb,rnd,rne,rng,rnpA,rnr,rnt,rph,rsmA,rsmB,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,selD,tadA,tcdA,tgt,thiI,tilS,tmcA,trmA,trmD,trmH,trmI,trmJ,trmL,trmO,truB,truC,tsaB,tsaD,tsaE,ttcA,tusA,tusB,tusE,ybeY,yfiC,yfiF,yjtD,yqgF","dusB,dusC,miaB,mnmG,queA,rimO,rlmC,rlmG,rlmH,rlmI,rlmL,rlmN,rluB,rluC,rluF,rnb,rnd,rnpA,rph,rsmF,rsmG,tcdA,tgt,thiI,trmA,trmD,truC,ttcA,tusA,yqgF"
"20","GO:0032259",49,17,9.47,"0.00759","methylation","cfa,cmoA,dam,gcvT,metE,metH,miaB,mnmC,mnmE,mnmG,pcm,prmA,prmB,prmC,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rsmA,rsmB,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,tam,trmA,trmD,trmH,trmI,trmJ,trmL,trmO,ubiE,yfiC,yfiF,yhdJ,yjtD","cfa,gcvT,metH,miaB,mnmG,rlmC,rlmG,rlmH,rlmI,rlmL,rlmN,rsmF,rsmG,tam,trmA,trmD,yhdJ"
"21","GO:0006595",8,5,1.55,"0.00882","polyamine metabolic process","patA,patD,sad,speA,speB,speD,speE,speG","patA,patD,speB,speD,speE"
"22","GO:0046352",8,5,1.55,"0.00882","disaccharide catabolic process","ebgA,lacZ,malQ,melA,treA,treC,treF,ygjK","ebgA,lacZ,melA,treA,treF"
"23","GO:0009099",8,5,1.55,"0.00882","valine biosynthetic process","avtA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvN","ilvB,ilvC,ilvD,ilvE,ilvN"
"24","GO:0006400",42,15,8.12,"0.00886","tRNA modification","alaS,cmoA,dusA,dusB,dusC,fmt,gluQ,iscS,miaA,miaB,mnmC,mnmE,mnmG,queA,rimO,rlmN,rluA,selD,tadA,tcdA,tgt,thiI,tilS,tmcA,trmA,trmD,trmH,trmI,trmJ,trmL,trmO,truB,truC,tsaB,tsaD,tsaE,ttcA,tusA,tusB,tusE,yfiC,yjtD","dusB,dusC,miaB,mnmG,queA,rimO,rlmN,tcdA,tgt,thiI,trmA,trmD,truC,ttcA,tusA"
"25","GO:0016072",39,14,7.54,"0.01077","rRNA metabolic process","hslR,rbfA,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rnb,rne,rng,rnr,rph,rsmA,rsmB,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,ybeY,yfiF,yqgF","rlmC,rlmG,rlmH,rlmI,rlmL,rlmN,rluB,rluC,rluF,rnb,rph,rsmF,rsmG,yqgF"
"26","GO:0006979",63,20,12.18,"0.01181","response to oxidative stress","acnA,ahpC,ariR,azoR,bcp,bsmA,btuE,clpA,cysD,degP,fnr,fre,ftnA,fumC,gpmM,gstA,hcp,icd,katE,katG,lpd,mdtK,mltC,mntH,msrA,msrC,napF,nfuA,norV,norW,osmC,oxyR,pdeF,pgi,rclA,rclC,rseC,sodB,sodC,soxR,sufA,sufE,tatD,tpx,trxA,trxC,ubiH,uspF,wrbA,yaaA,yaaU,yajL,ychF,ychH,ydbK,yfcF,yfcG,yggE,yggX,yhcN,yidH,yjaA,yqhD","acnA,ahpC,ariR,bsmA,fumC,gpmM,hcp,katE,msrA,napF,osmC,sodB,sodC,trxC,wrbA,ychF,yfcF,yfcG,yggE,yjaA"
"27","GO:0009163",18,8,3.48,"0.01292","nucleoside biosynthetic process","add,dgt,folE,gpt,guaA,hpt,prkB,purA,pyrF,pyrG,queA,queC,queD,queF,queG,tgt,udk,upp","gpt,hpt,pyrF,queA,queD,tgt,udk,upp"
"28","GO:1901659",18,8,3.48,"0.01292","glycosyl compound biosynthetic process","add,dgt,folE,gpt,guaA,hpt,prkB,purA,pyrF,pyrG,queA,queC,queD,queF,queG,tgt,udk,upp","gpt,hpt,pyrF,queA,queD,tgt,udk,upp"
"29","GO:0070475",18,8,3.48,"0.01292","rRNA base methylation","rlmA,rlmC,rlmD,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmN,rsmA,rsmB,rsmD,rsmE,rsmF,rsmG,rsmH,rsmJ","rlmC,rlmG,rlmH,rlmI,rlmL,rlmN,rsmF,rsmG"
"30","GO:0016042",15,7,2.9,"0.01469","lipid catabolic process","acnB,aidB,caiA,cdh,fadA,fadB,fadE,fadH,fadM,fixB,prpB,tesB,ydiO,ydiR,yjfP","aidB,cdh,fadA,fadB,fadE,fadH,prpB"
"31","GO:0022618",15,7,2.9,"0.01469","ribonucleoprotein complex assembly","dbpA,deaD,der,obgE,rhlE,rimP,rlmE,rluD,rplE,rplT,rpsG,rpsP,rpsS,rsmA,srmB","deaD,obgE,rhlE,rplE,rpsG,rpsP,srmB"
"32","GO:0044242",15,7,2.9,"0.01469","cellular lipid catabolic process","acnB,aidB,caiA,cdh,fadA,fadB,fadE,fadH,fadM,fixB,prpB,tesB,ydiO,ydiR,yjfP","aidB,cdh,fadA,fadB,fadE,fadH,prpB"
"33","GO:0042255",15,7,2.9,"0.01469","ribosome assembly","dbpA,deaD,der,obgE,rhlE,rimP,rlmE,rluD,rplE,rplT,rpsG,rpsP,rpsS,rsmA,srmB","deaD,obgE,rhlE,rplE,rpsG,rpsP,srmB"
"34","GO:0005991",6,4,1.16,"0.01485","trehalose metabolic process","otsA,otsB,treA,treC,treF,ygjK","otsA,otsB,treA,treF"
"35","GO:0019586",6,4,1.16,"0.01485","galacturonate metabolic process","kdgK,kduD,kduI,uxaA,uxaB,uxaC","kduD,kduI,uxaA,uxaC"
"36","GO:0019698",6,4,1.16,"0.01485","D-galacturonate catabolic process","kdgK,kduD,kduI,uxaA,uxaB,uxaC","kduD,kduI,uxaA,uxaC"
"37","GO:0046396",6,4,1.16,"0.01485","D-galacturonate metabolic process","kdgK,kduD,kduI,uxaA,uxaB,uxaC","kduD,kduI,uxaA,uxaC"
"38","GO:0046397",6,4,1.16,"0.01485","galacturonate catabolic process","kdgK,kduD,kduI,uxaA,uxaB,uxaC","kduD,kduI,uxaA,uxaC"
"39","GO:0010041",6,4,1.16,"0.01485","response to iron(III) ion","arnD,arnE,arnF,arnT,basR,basS","arnD,arnE,arnF,arnT"
"40","GO:0010039",6,4,1.16,"0.01485","response to iron ion","arnD,arnE,arnF,arnT,basR,basS","arnD,arnE,arnF,arnT"
"41","GO:0043174",6,4,1.16,"0.01485","nucleoside salvage","dgt,gpt,hpt,prkB,udk,upp","gpt,hpt,udk,upp"
"42","GO:0019856",6,4,1.16,"0.01485","pyrimidine nucleobase biosynthetic process","carA,carB,pyrC,pyrD,pyrE,pyrF","carA,carB,pyrD,pyrF"
"43","GO:0046164",12,6,2.32,"0.01618","alcohol catabolic process","eutB,fucO,gatD,glcD,glcE,glcF,gldA,glxK,hybA,mtlD,suhB,tpiA","glcD,glcE,glcF,gldA,hybA,suhB"
"44","GO:0009102",9,5,1.74,"0.01673","biotin biosynthetic process","bioA,bioB,bioC,bioD,bioF,bioH,birA,fabI,mioC","bioA,bioB,bioC,bioF,fabI"
"45","GO:0006768",9,5,1.74,"0.01673","biotin metabolic process","bioA,bioB,bioC,bioD,bioF,bioH,birA,fabI,mioC","bioA,bioB,bioC,bioF,fabI"
"46","GO:0042401",9,5,1.74,"0.01673","cellular biogenic amine biosynthetic process","speA,speB,speD,speE,trpA,trpB,trpC,trpD,trpE","speB,speD,speE,trpB,trpD"
"47","GO:0009309",9,5,1.74,"0.01673","amine biosynthetic process","speA,speB,speD,speE,trpA,trpB,trpC,trpD,trpE","speB,speD,speE,trpB,trpD"
"48","GO:0019740",9,5,1.74,"0.01673","nitrogen utilization","glnA,glnB,glnD,gltB,rutB,rutC,rutD,rutE,rutF","rutB,rutC,rutD,rutE,rutF"
"49","GO:0006364",38,13,7.35,"0.02112","rRNA processing","hslR,rbfA,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rnb,rne,rng,rnr,rsmA,rsmB,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,ybeY,yfiF,yqgF","rlmC,rlmG,rlmH,rlmI,rlmL,rlmN,rluB,rluC,rluF,rnb,rsmF,rsmG,yqgF"
"50","GO:0030258",16,7,3.09,"0.02188","lipid modification","aidB,caiA,cfa,fadA,fadB,fadE,fadH,fadK,fadM,fadR,fixB,lpp,pgpA,ydiO,ydiR,yegS","aidB,cfa,fadA,fadB,fadE,fadH,yegS"
"51","GO:0071826",16,7,3.09,"0.02188","ribonucleoprotein complex subunit organization","dbpA,deaD,der,infC,obgE,rhlE,rimP,rlmE,rluD,rplE,rplT,rpsG,rpsP,rpsS,rsmA,srmB","deaD,obgE,rhlE,rplE,rpsG,rpsP,srmB"
"52","GO:0042455",16,7,3.09,"0.02188","ribonucleoside biosynthetic process","add,folE,gpt,guaA,hpt,prkB,purA,pyrF,pyrG,queA,queC,queD,queF,queG,tgt,udk","gpt,hpt,pyrF,queA,queD,tgt,udk"
"53","GO:0015750",7,6,1.35,"0.02415","pentose transmembrane transport","araF,araG,araH,fucP,xylF,xylG,xylH","araF,araG,araH,xylF,xylG,xylH"
"54","GO:1990748",4,3,0.77,"0.02458","cellular detoxification","frmA,sodB,sodC,yeiG","sodB,sodC,yeiG"
"55","GO:0015751",4,3,0.77,"0.02458","arabinose transmembrane transport","araF,araG,araH,fucP","araF,araG,araH"
"56","GO:0019580",4,3,0.77,"0.02458","galactarate metabolic process","garD,garK,garL,garR","garD,garL,garR"
"57","GO:0019577",4,3,0.77,"0.02458","aldaric acid metabolic process","garD,garK,garL,garR","garD,garL,garR"
"58","GO:0019579",4,3,0.77,"0.02458","aldaric acid catabolic process","garD,garK,garL,garR","garD,garL,garR"
"59","GO:0046296",4,3,0.77,"0.02458","glycolate catabolic process","glcD,glcE,glcF,glxK","glcD,glcE,glcF"
"60","GO:0006596",4,3,0.77,"0.02458","polyamine biosynthetic process","speA,speB,speD,speE","speB,speD,speE"
"61","GO:0046392",4,3,0.77,"0.02458","galactarate catabolic process","garD,garK,garL,garR","garD,garL,garR"
"62","GO:0006083",4,3,0.77,"0.02458","acetate metabolic process","ackA,acs,ldhA,pta","ackA,acs,pta"
"63","GO:0009441",4,3,0.77,"0.02458","glycolate metabolic process","glcD,glcE,glcF,glxK","glcD,glcE,glcF"
"64","GO:0070417",4,3,0.77,"0.02458","cellular response to cold","deaD,hscA,otsA,otsB","deaD,otsA,otsB"
"65","GO:0000154",31,11,5.99,"0.02500","rRNA modification","hslR,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rsmA,rsmB,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,yfiF","rlmC,rlmG,rlmH,rlmI,rlmL,rlmN,rluB,rluC,rluF,rsmF,rsmG"
"66","GO:0034622",31,11,5.99,"0.02500","cellular protein-containing complex assembly","ccmE,ccmF,ccmG,ccmH,dbpA,deaD,der,dsbD,ftsZ,narJ,narW,nrfE,nrfF,nrfG,obgE,recA,rhlE,rimP,rlmE,rluD,rplE,rplT,rpsG,rpsP,rpsS,rsmA,sdhC,sdhD,slmA,srmB,zapA","deaD,narJ,narW,obgE,rhlE,rplE,rpsG,rpsP,sdhC,sdhD,srmB"
"67","GO:0046112",13,6,2.51,"0.02526","nucleobase biosynthetic process","add,adeD,apt,carA,carB,hpt,purC,purK,purT,pyrC,pyrD,pyrE,pyrF","apt,carA,carB,hpt,pyrD,pyrF"
"68","GO:0009062",13,6,2.51,"0.02526","fatty acid catabolic process","acnB,aidB,caiA,fadA,fadB,fadE,fadH,fadM,fixB,prpB,tesB,ydiO,ydiR","aidB,fadA,fadB,fadE,fadH,prpB"
"69","GO:0016052",85,27,16.43,"0.02707","carbohydrate catabolic process","agp,aldA,alsE,alsK,araA,araB,araC,araD,bglX,cra,dctR,deoC,dgoD,dgoK,dhaK,ebgA,eno,fbaA,fpr,frsA,fruK,fucI,fucO,galE,galK,galM,galT,galU,gapA,garD,garK,garL,garR,gatD,gcd,ghrB,gldA,glgX,glk,gntK,hybA,idnD,idnK,kdgK,kduD,kduI,lacZ,lgoD,lldD,malQ,malS,manA,mdh,melA,mtlD,pfkA,pfkB,pgi,pgk,pgm,ptsH,pykA,pykF,rbsD,rbsK,rhaA,rhaB,rhaM,rpe,sgbE,sgbH,tpiA,treA,treC,treF,uidA,ulaD,ulaG,uxaA,uxaB,uxaC,uxuA,xylA,xylB,ygjK","agp,aldA,araA,araD,dctR,ebgA,garD,garL,garR,gldA,glgX,gntK,hybA,idnK,kduD,kduI,lacZ,mdh,melA,pfkB,treA,treF,uidA,uxaA,uxaC,xylA,xylB"
"70","GO:0006635",10,5,1.93,"0.02824","fatty acid beta-oxidation","aidB,caiA,fadA,fadB,fadE,fadH,fadM,fixB,ydiO,ydiR","aidB,fadA,fadB,fadE,fadH"
"71","GO:0071941",7,4,1.35,"0.02941","nitrogen cycle metabolic process","argG,carA,carB,narJ,narL,narW,ygeW","carA,carB,narJ,narW"
"72","GO:0006549",7,4,1.35,"0.02941","isoleucine metabolic process","ilvA,ilvB,ilvC,ilvD,ilvH,ilvI,ilvN","ilvB,ilvC,ilvD,ilvN"
"73","GO:0006063",7,4,1.35,"0.02941","uronic acid metabolic process","kdgK,kduD,kduI,uxaA,uxaB,uxaC,uxuA","kduD,kduI,uxaA,uxaC"
"74","GO:0009097",7,4,1.35,"0.02941","isoleucine biosynthetic process","ilvA,ilvB,ilvC,ilvD,ilvH,ilvI,ilvN","ilvB,ilvC,ilvD,ilvN"
"75","GO:0043414",44,14,8.51,"0.03215","macromolecule methylation","dam,metE,metH,miaB,mnmC,mnmE,mnmG,pcm,prmA,prmB,prmC,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rsmA,rsmB,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,trmA,trmD,trmH,trmI,trmJ,trmL,trmO,yfiC,yfiF,yhdJ,yjtD","metH,miaB,mnmG,rlmC,rlmG,rlmH,rlmI,rlmL,rlmN,rsmF,rsmG,trmA,trmD,yhdJ"
"76","GO:0001510",36,12,6.96,"0.03223","RNA methylation","miaB,mnmC,mnmE,mnmG,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rsmA,rsmB,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,trmA,trmD,trmH,trmI,trmJ,trmL,trmO,yfiC,yfiF,yjtD","miaB,mnmG,rlmC,rlmG,rlmH,rlmI,rlmL,rlmN,rsmF,rsmG,trmA,trmD"
"77","GO:0043933",91,25,17.59,"0.03405","protein-containing complex subunit organization","ansB,argH,argR,aspA,baeR,ccmE,ccmF,ccmG,ccmH,chbA,cnu,cpoB,csgD,csiD,cspA,cspC,cspE,cutA,dbpA,dcuS,deaD,deoR,der,dsbD,fabI,fbp,frr,ftsZ,fumC,hdhA,infC,kch,kdsA,lysP,maa,metF,mntR,mraZ,nagA,narJ,narW,norV,nrfE,nrfF,nrfG,nusA,nusG,obgE,oxyR,pepA,pfkA,phoB,poxB,prfA,prfB,prmC,purB,pykA,pykF,recA,rfaH,rhlE,rimP,rlmE,rluD,rof,rplE,rplK,rplT,rpsD,rpsG,rpsJ,rpsP,rpsS,rsmA,sdhC,sdhD,sdiA,seqA,slmA,srmB,ssuE,syd,uvrD,xapA,ybeY,ydiF,yeiG,yidC,yqgF,zapA","csiD,cspA,deaD,fabI,fumC,lysP,narJ,narW,nusG,obgE,poxB,prfA,rhlE,rplE,rplK,rpsD,rpsG,rpsJ,rpsP,sdhC,sdhD,srmB,yeiG,yidC,yqgF"
"78","GO:0005984",10,7,1.93,"0.03663","disaccharide metabolic process","ebgA,lacZ,malQ,melA,otsA,otsB,treA,treC,treF,ygjK","ebgA,lacZ,melA,otsA,otsB,treA,treF"
"79","GO:1901616",14,6,2.71,"0.03717","organic hydroxy compound catabolic process","eutB,fes,fucO,gatD,glcD,glcE,glcF,gldA,glxK,hybA,mtlD,suhB,tpiA,ykgF","glcD,glcE,glcF,gldA,hybA,suhB"
"80","GO:0043631",2,2,0.39,"0.03730","RNA polyadenylation","pcnB,rpsO","pcnB,rpsO"
"81","GO:0042732",2,2,0.39,"0.03730","D-xylose metabolic process","xylA,xylB","xylA,xylB"
"82","GO:0032263",2,2,0.39,"0.03730","GMP salvage","gpt,hpt","gpt,hpt"
"83","GO:0000303",2,2,0.39,"0.03730","response to superoxide","sodB,sodC","sodB,sodC"
"84","GO:0032264",2,2,0.39,"0.03730","IMP salvage","gpt,hpt","gpt,hpt"
"85","GO:0000305",2,2,0.39,"0.03730","response to oxygen radical","sodB,sodC","sodB,sodC"
"86","GO:0019932",2,2,0.39,"0.03730","second-messenger-mediated signaling","dgcM,pdeR","dgcM,pdeR"
"87","GO:0019935",2,2,0.39,"0.03730","cyclic-nucleotide-mediated signaling","dgcM,pdeR","dgcM,pdeR"
"88","GO:0005990",2,2,0.39,"0.03730","lactose catabolic process","ebgA,lacZ","ebgA,lacZ"
"89","GO:0005992",2,2,0.39,"0.03730","trehalose biosynthetic process","otsA,otsB","otsA,otsB"
"90","GO:0002099",2,2,0.39,"0.03730","tRNA wobble guanine modification","queA,tgt","queA,tgt"
"91","GO:0046177",2,2,0.39,"0.03730","D-gluconate catabolic process","gntK,idnK","gntK,idnK"
"92","GO:0005988",2,2,0.39,"0.03730","lactose metabolic process","ebgA,lacZ","ebgA,lacZ"
"93","GO:0019413",2,2,0.39,"0.03730","acetate biosynthetic process","ackA,pta","ackA,pta"
"94","GO:0042882",2,2,0.39,"0.03730","L-arabinose transmembrane transport","araF,araG","araF,araG"
"95","GO:0019588",2,2,0.39,"0.03730","anaerobic glycerol catabolic process","gldA,hybA","gldA,hybA"
"96","GO:0019430",2,2,0.39,"0.03730","removal of superoxide radicals","sodB,sodC","sodB,sodC"
"97","GO:0019521",2,2,0.39,"0.03730","D-gluconate metabolic process","gntK,idnK","gntK,idnK"
"98","GO:0042843",2,2,0.39,"0.03730","D-xylose catabolic process","xylA,xylB","xylA,xylB"
"99","GO:0035600",2,2,0.39,"0.03730","tRNA methylthiolation","miaB,rimO","miaB,rimO"
"100","GO:0045733",2,2,0.39,"0.03730","acetate catabolic process","acs,pta","acs,pta"
"101","GO:0015707",2,2,0.39,"0.03730","nitrite transport","nirC,yfdC","nirC,yfdC"
"102","GO:0051131",2,2,0.39,"0.03730","chaperone-mediated protein complex assembly","narJ,narW","narJ,narW"
"103","GO:0019662",2,2,0.39,"0.03730","non-glycolytic fermentation","gldA,hybA","gldA,hybA"
"104","GO:0015857",2,2,0.39,"0.03730","uracil transport","rutG,uraA","rutG,uraA"
"105","GO:0071450",2,2,0.39,"0.03730","cellular response to oxygen radical","sodB,sodC","sodB,sodC"
"106","GO:0071451",2,2,0.39,"0.03730","cellular response to superoxide","sodB,sodC","sodB,sodC"
"107","GO:0006378",2,2,0.39,"0.03730","mRNA polyadenylation","pcnB,rpsO","pcnB,rpsO"
"108","GO:0018339",2,2,0.39,"0.03730","peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid","rimO,ycaO","rimO,ycaO"
"109","GO:0006846",2,2,0.39,"0.03730","acetate transport","actP,satP","actP,satP"
"110","GO:1904082",2,2,0.39,"0.03730","pyrimidine nucleobase transmembrane transport","rutG,uraA","rutG,uraA"
"111","GO:0031124",2,2,0.39,"0.03730","mRNA 3'-end processing","pcnB,rpsO","pcnB,rpsO"
"112","GO:0006801",2,2,0.39,"0.03730","superoxide metabolic process","sodB,sodC","sodB,sodC"
"113","GO:1903791",2,2,0.39,"0.03730","uracil transmembrane transport","rutG,uraA","rutG,uraA"
"114","GO:0009895",2,2,0.39,"0.03730","negative regulation of catabolic process","deaD,iraP","deaD,iraP"
"115","GO:0008295",2,2,0.39,"0.03730","spermidine biosynthetic process","speD,speE","speD,speE"
"116","GO:0046351",2,2,0.39,"0.03730","disaccharide biosynthetic process","otsA,otsB","otsA,otsB"
"117","GO:0043488",2,2,0.39,"0.03730","regulation of mRNA stability","deaD,rpsH","deaD,rpsH"
"118","GO:1990145",2,2,0.39,"0.03730","maintenance of translational fidelity","rpsD,rpsE","rpsD,rpsE"
"119","GO:0018197",2,2,0.39,"0.03730","peptidyl-aspartic acid modification","rimO,ycaO","rimO,ycaO"
"120","GO:0046341",2,2,0.39,"0.03730","CDP-diacylglycerol metabolic process","cdh,cdsA","cdh,cdsA"
"121","GO:0008216",2,2,0.39,"0.03730","spermidine metabolic process","speD,speE","speD,speE"
"122","GO:0006166",2,2,0.39,"0.03730","purine ribonucleoside salvage","gpt,hpt","gpt,hpt"
"123","GO:0006168",2,2,0.39,"0.03730","adenine salvage","apt,hpt","apt,hpt"
"124","GO:0098869",2,2,0.39,"0.03730","cellular oxidant detoxification","sodB,sodC","sodB,sodC"
"125","GO:0070476",2,2,0.39,"0.03730","rRNA (guanine-N7)-methylation","rlmL,rsmG","rlmL,rsmG"
"126","GO:0070413",2,2,0.39,"0.03730","trehalose metabolism in response to stress","otsA,otsB","otsA,otsB"
"127","GO:0070415",2,2,0.39,"0.03730","trehalose metabolism in response to cold stress","otsA,otsB","otsA,otsB"
"128","GO:0061013",2,2,0.39,"0.03730","regulation of mRNA catabolic process","deaD,rpsH","deaD,rpsH"
"129","GO:0006108",2,2,0.39,"0.03730","malate metabolic process","fumC,mdh","fumC,mdh"
"130","GO:0035433",2,2,0.39,"0.03730","acetate transmembrane transport","actP,satP","actP,satP"
"131","GO:0044275",26,12,5.03,"0.04094","cellular carbohydrate catabolic process","dctR,dgoD,dgoK,ebgA,gatD,ghrB,gldA,glgX,gntK,hybA,idnD,idnK,lacZ,lgoD,malQ,malS,melA,mtlD,pfkA,ptsH,tpiA,treA,treC,treF,uidA,ygjK","dctR,ebgA,gldA,glgX,gntK,hybA,idnK,lacZ,melA,treA,treF,uidA"
