"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"15","GO:1902475",20,6,1.81,"0.00674","L-alpha-amino acid transmembrane transport","adiC,ansP,brnQ,gabP,gadC,gltS,leuE,livF,lysO,lysP,potE,proY,ybaT,ydgI,ygaH,ygaZ,ygjI,yifK,yjeH,yjeM","brnQ,leuE,lysP,ydgI,ygaH,yifK"
"16","GO:0009895",2,2,0.18,"0.00818","negative regulation of catabolic process","deaD,iraP","deaD,iraP"
"17","GO:0051353",2,2,0.18,"0.00818","positive regulation of oxidoreductase activity","mltD,nrdH","mltD,nrdH"
"18","GO:0015804",21,6,1.9,"0.00874","neutral amino acid transport","brnQ,cycA,cydC,cydD,dsdX,eamA,eamB,leuE,livF,proP,putP,rhtB,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,ygaH,ygaZ,yjeH","brnQ,dsdX,leuE,tcyJ,tcyP,ygaH"
"19","GO:0009060",31,11,2.81,"0.00995","aerobic respiration","aceK,acnA,acnB,appB,cydB,cyoA,cyoB,cyoC,cyoD,dld,erpA,fdrA,fumC,glpD,lldD,mdh,ndh,nuoB,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,sdhA,sdhB,sdhC,sdhD,sucB,sucC,torC","acnB,lldD,mdh,ndh,sdhA,sdhB,sdhC,sdhD,sucB,sucC,torC"
"20","GO:0009063",26,10,2.36,"0.01010","cellular amino acid catabolic process","ansA,asnB,astB,astC,astD,astE,dadA,dcyD,gabD,gabT,gcvH,gcvT,glyA,grcA,hinT,lpd,ltaE,pta,putA,sad,speA,tdcB,tnaA,ybcF,ygeX,yqeA","astB,astC,astD,astE,dadA,gabD,gabT,gcvH,gcvT,tnaA"
"21","GO:0042930",6,3,0.54,"0.01194","enterobactin transport","entS,fepB,fepD,fepE,fepG,tolC","entS,fepD,fepE"
"22","GO:0045454",6,3,0.54,"0.01194","cell redox homeostasis","cydD,dsbD,nrdH,sthA,trxA,trxC","nrdH,sthA,trxC"
"23","GO:0010041",6,3,0.54,"0.01194","response to iron(III) ion","arnD,arnE,arnF,arnT,basR,basS","arnD,arnE,arnT"
"24","GO:0010039",6,3,0.54,"0.01194","response to iron ion","arnD,arnE,arnF,arnT,basR,basS","arnD,arnE,arnT"
"25","GO:0046395",77,23,6.98,"0.01261","carboxylic acid catabolic process","acnB,acs,aidB,ansA,asnB,astB,astC,astD,astE,caiA,dadA,dcyD,dgoD,dgoK,fadA,fadB,fadE,fadH,fadM,fixB,gabD,gabT,garD,garK,garL,garR,gcvH,gcvT,ghrB,glcB,glcD,glcE,glcF,glxK,glxR,glyA,gntK,grcA,hdhA,hinT,idnD,idnK,kdgK,kduD,kduI,lgoD,lpd,ltaE,nadC,nagA,nagB,nanA,nanE,nanK,oxc,poxB,prpB,pta,putA,sad,speA,tdcB,tesB,tnaA,uidA,ulaD,ulaG,uxaA,uxaB,uxaC,uxuA,ybcF,ydiO,ydiR,ygeX,ykgF,yqeA","acnB,acs,astB,astC,astD,astE,dadA,fadA,fadH,gabD,gabT,garD,garL,gcvH,gcvT,glcB,glcD,glcE,glcF,gntK,poxB,tnaA,uidA"
"26","GO:0006826",11,4,1,"0.01298","iron ion transport","efeB,efeO,feoA,feoB,fepC,fepD,fepE,fepG,fieF,mntH,zupT","fepC,fepD,fepE,mntH"
"27","GO:0006113",11,4,1,"0.01298","fermentation","frdA,frdB,frdC,frdD,gldA,hyaA,hyaB,hyaC,hybA,ldhA,mdh","frdA,frdB,frdC,mdh"
"28","GO:1905039",50,13,4.53,"0.01335","carboxylic acid transmembrane transport","actP,adiC,alaE,ansP,argO,artM,brnQ,cycA,cydC,cydD,dauA,dsdX,eamA,eamB,exuT,gabP,gadC,glnP,gltK,gltS,gntU,kdgT,leuE,livF,lysO,lysP,panF,potE,proV,proY,putP,satP,shiA,tcyJ,tcyL,tcyN,tcyP,tnaB,ulaA,ulaB,ulaC,ybaT,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","alaE,brnQ,dsdX,gntU,leuE,lysP,proV,satP,tcyJ,tcyP,ydgI,ygaH,yifK"
"29","GO:1903825",51,13,4.62,"0.01599","organic acid transmembrane transport","actP,adiC,alaE,ansP,argO,artM,brnQ,cycA,cydC,cydD,dauA,dsdX,eamA,eamB,exuT,gabP,gadC,glnP,gltK,gltS,gntU,kdgT,leuE,livF,lysO,lysP,panF,potE,proV,proY,putP,satP,shiA,tcyJ,tcyL,tcyN,tcyP,tnaB,uacT,ulaA,ulaB,ulaC,ybaT,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","alaE,brnQ,dsdX,gntU,leuE,lysP,proV,satP,tcyJ,tcyP,ydgI,ygaH,yifK"
"30","GO:0098656",66,15,5.99,"0.01692","anion transmembrane transport","actP,adiC,alaE,ansP,argO,artM,brnQ,clcB,cycA,cydC,cydD,cysZ,dauA,dsdX,eamA,eamB,exuT,gabP,gadC,glnP,gltK,gltS,gntU,gsiA,gsiB,gsiC,gsiD,kdgT,leuE,livF,lysO,lysP,panF,phoU,potE,proV,proY,pstA,pstC,putP,satP,shiA,tcyJ,tcyL,tcyN,tcyP,tnaB,ugpA,ugpB,ugpC,ugpE,uhpC,uhpT,ulaA,ulaB,ulaC,ybaT,ydgI,yeeO,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","alaE,brnQ,dsdX,gntU,leuE,lysP,proV,satP,tcyJ,tcyP,ugpC,uhpT,ydgI,ygaH,yifK"
"31","GO:0016054",79,23,7.16,"0.01774","organic acid catabolic process","acnB,acs,aidB,ansA,asnB,astB,astC,astD,astE,caiA,dadA,dcyD,dgoD,dgoK,fadA,fadB,fadE,fadH,fadM,fixB,gabD,gabT,garD,garK,garL,garR,gcvH,gcvT,ghrB,glcB,glcD,glcE,glcF,glxK,glxR,glyA,gntK,grcA,hdhA,hinT,idnD,idnK,kdgK,kduD,kduI,lgoD,lpd,ltaE,nadC,nagA,nagB,nanA,nanE,nanK,oxc,poxB,prpB,pta,putA,sad,speA,ssuD,ssuE,tdcB,tesB,tnaA,uidA,ulaD,ulaG,uxaA,uxaB,uxaC,uxuA,ybcF,ydiO,ydiR,ygeX,ykgF,yqeA","acnB,acs,astB,astC,astD,astE,dadA,fadA,fadH,gabD,gabT,garD,garL,gcvH,gcvT,glcB,glcD,glcE,glcF,gntK,poxB,tnaA,uidA"
"32","GO:0044780",7,3,0.63,"0.01952","bacterial-type flagellum assembly","bdm,dgcZ,flgK,frdA,frdB,frdC,ybjN","frdA,frdB,frdC"
"33","GO:0009311",32,7,2.9,"0.02139","oligosaccharide metabolic process","acpP,arnA,ebgA,eptB,eptC,gmhB,lacZ,lpcA,lpxB,lpxC,lpxD,lpxH,lpxL,lpxM,lpxP,malQ,malS,melA,opgC,otsA,otsB,pagP,rfaD,treA,treC,treF,waaA,waaC,waaF,waaG,waaP,ygjK","arnA,ebgA,lpcA,lpxP,opgC,treA,treC"
"34","GO:0035429",3,2,0.27,"0.02308","gluconate transmembrane transport","dsdX,gntU,kdgT","dsdX,gntU"
"35","GO:0019464",3,2,0.27,"0.02308","glycine decarboxylation via glycine cleavage system","gcvH,gcvT,lpd","gcvH,gcvT"
"36","GO:0009970",3,2,0.27,"0.02308","cellular response to sulfate starvation","ahpC,ssuE,tauA","ahpC,tauA"
"37","GO:0015682",3,2,0.27,"0.02308","ferric iron transport","fepD,fepE,fepG","fepD,fepE"
"38","GO:0015685",3,2,0.27,"0.02308","ferric-enterobactin transport","fepD,fepE,fepG","fepD,fepE"
"39","GO:0042873",3,2,0.27,"0.02308","aldonate transmembrane transport","dsdX,gntU,kdgT","dsdX,gntU"
"40","GO:0009450",3,2,0.27,"0.02308","gamma-aminobutyric acid catabolic process","gabD,gabT,sad","gabD,gabT"
"41","GO:0018394",3,2,0.27,"0.02308","peptidyl-lysine acetylation","acs,cheY,yhcC","acs,cheY"
"42","GO:0000966",3,2,0.27,"0.02308","RNA 5'-end processing","rne,rnpA,yqgF","rnpA,yqgF"
"43","GO:0009448",3,2,0.27,"0.02308","gamma-aminobutyric acid metabolic process","gabD,gabT,sad","gabD,gabT"
"44","GO:0034471",3,2,0.27,"0.02308","ncRNA 5'-end processing","rne,rnpA,yqgF","rnpA,yqgF"
"45","GO:0015820",3,2,0.27,"0.02308","leucine transport","brnQ,leuE,yjeH","brnQ,leuE"
"46","GO:0072512",3,2,0.27,"0.02308","trivalent inorganic cation transport","fepD,fepE,fepG","fepD,fepE"
"47","GO:0008645",13,4,1.18,"0.02435","hexose transmembrane transport","fruA,fruB,fucP,malX,manX,manY,manZ,mglA,rhaT,yjfF,ytfQ,ytfR,ytfT","fruA,fruB,mglA,ytfQ"
"48","GO:0015850",13,4,1.18,"0.02435","organic hydroxy compound transport","acrA,aqpZ,entS,fepB,fepD,fepE,fepG,gatA,gatB,glpF,mtlA,shiA,tolC","entS,fepD,fepE,glpF"
"49","GO:0009409",13,4,1.18,"0.02435","response to cold","cspA,cspG,deaD,hscA,infC,lepA,lpxP,otsA,otsB,raiA,rbfA,rnr,ybiT","cspA,cspG,deaD,lpxP"
"50","GO:0015711",96,21,8.71,"0.02480","organic anion transport","aaeA,aaeB,acrA,actP,adiC,alaE,ansP,argO,artJ,artM,brnQ,cycA,cydC,cydD,dauA,dcuA,dcuB,dcuC,dgoT,dsdX,eamA,eamB,entS,exuT,fepB,fepD,fepE,fepG,focA,gabP,gadC,glnP,gltK,gltP,gltS,gntU,gsiA,gsiB,gsiC,gsiD,hisM,hisP,kdgT,leuE,livF,livG,livH,livM,lplT,lysO,lysP,metI,metN,metQ,mlaB,mlaC,mlaE,mlaF,nanC,panF,potE,proP,proV,proY,putP,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,tolC,uacT,ugpA,ugpB,ugpC,ugpE,uhpT,ulaA,ulaB,ulaC,ybaT,yddG,ydgI,yeeO,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","alaE,brnQ,dsdX,entS,fepD,fepE,gltP,gntU,leuE,livG,livH,lysP,proV,satP,tcyJ,tcyP,ugpC,uhpT,ydgI,ygaH,yifK"
"51","GO:0046352",8,3,0.73,"0.02918","disaccharide catabolic process","ebgA,lacZ,malQ,melA,treA,treC,treF,ygjK","ebgA,treA,treC"
"52","GO:0044781",8,3,0.73,"0.02918","bacterial-type flagellum organization","bdm,dgcZ,flgK,flhE,frdA,frdB,frdC,ybjN","frdA,frdB,frdC"
"53","GO:0015893",51,9,4.62,"0.03635","drug transport","acrA,actP,amtB,argO,brnQ,btuB,btuC,btuD,btuE,cycA,dauA,dinF,dsdX,dtpA,dtpB,fiu,focA,gltS,lysO,lysP,macA,mdfA,mdtA,mdtG,mdtK,mdtL,mdtN,mdtO,mdtP,nagE,nupG,ompF,potE,rutG,satP,sbmA,tolB,tolQ,tolR,tonB,uraA,ybbW,yeeO,yejA,yejB,yejE,yejF,ygaH,ygaZ,yjeH,yojI","brnQ,dsdX,dtpB,fiu,lysP,mdtL,satP,tolB,ygaH"
"54","GO:0071978",9,3,0.82,"0.04090","bacterial-type flagellum-dependent swarming motility","flgB,flgC,flgD,flgE,flgF,flgG,ycdX,ycdY,yfiR","flgC,flgF,flgG"
"55","GO:0009313",9,3,0.82,"0.04090","oligosaccharide catabolic process","ebgA,lacZ,malQ,malS,melA,treA,treC,treF,ygjK","ebgA,treA,treC"
"56","GO:0006591",4,2,0.36,"0.04341","ornithine metabolic process","argD,astC,gabT,ygeW","astC,gabT"
"57","GO:0042450",4,2,0.36,"0.04341","arginine biosynthetic process via ornithine","argD,astC,gabT,ygeW","astC,gabT"
"58","GO:0006546",4,2,0.36,"0.04341","glycine catabolic process","gcvH,gcvT,glyA,lpd","gcvH,gcvT"
"59","GO:0006083",4,2,0.36,"0.04341","acetate metabolic process","ackA,acs,ldhA,pta","ackA,acs"
"60","GO:0005993",4,2,0.36,"0.04341","trehalose catabolic process","treA,treC,treF,ygjK","treA,treC"
"61","GO:1903785",4,2,0.36,"0.04341","L-valine transmembrane transport","brnQ,ygaH,ygaZ,yjeH","brnQ,ygaH"
"62","GO:0046392",4,2,0.36,"0.04341","galactarate catabolic process","garD,garK,garL,garR","garD,garL"
"63","GO:0019580",4,2,0.36,"0.04341","galactarate metabolic process","garD,garK,garL,garR","garD,garL"
"64","GO:0019577",4,2,0.36,"0.04341","aldaric acid metabolic process","garD,garK,garL,garR","garD,garL"
"65","GO:0019579",4,2,0.36,"0.04341","aldaric acid catabolic process","garD,garK,garL,garR","garD,garL"
"66","GO:0015829",4,2,0.36,"0.04341","valine transport","brnQ,ygaH,ygaZ,yjeH","brnQ,ygaH"
"67","GO:0015811",4,2,0.36,"0.04341","L-cystine transport","tcyJ,tcyL,tcyN,tcyP","tcyJ,tcyP"
"68","GO:0016999",32,10,2.9,"0.04658","antibiotic metabolic process","aceK,ackA,acnA,acnB,acs,adhE,cof,fdhF,fdnH,fdnI,fdoH,fdoI,fdrA,frmA,frmB,fumC,katE,katG,ldhA,mdh,nagA,nagB,nanA,nanE,nanK,prpB,prpD,pta,sdhA,sucB,sucC,yeiG","ackA,acnB,acs,fdnH,fdnI,katE,mdh,sdhA,sucB,sucC"
