"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"15","GO:0015944",5,3,0.46,"0.00670","formate oxidation","fdhF,fdnH,fdnI,fdoH,fdoI","fdhF,fdnH,fdnI"
"16","GO:0019568",5,3,0.46,"0.00670","arabinose catabolic process","araA,araB,araC,araD,fucI","araA,araD,fucI"
"17","GO:0019852",4,4,0.37,"0.00829","L-ascorbic acid metabolic process","ulaD,ulaE,ulaF,ulaG","ulaD,ulaE,ulaF,ulaG"
"18","GO:0042916",2,2,0.18,"0.00845","alkylphosphonate transport","phnC,phnD","phnC,phnD"
"19","GO:0019854",2,2,0.18,"0.00845","L-ascorbic acid catabolic process","ulaD,ulaG","ulaD,ulaG"
"20","GO:0034224",2,2,0.18,"0.00845","cellular response to zinc ion starvation","ykgM,zinT","ykgM,zinT"
"21","GO:0051353",2,2,0.18,"0.00845","positive regulation of oxidoreductase activity","mltD,nrdH","mltD,nrdH"
"22","GO:0019546",2,2,0.18,"0.00845","arginine deiminase pathway","ybcF,yqeA","ybcF,yqeA"
"23","GO:0018393",2,2,0.18,"0.00845","internal peptidyl-lysine acetylation","cheY,yhcC","cheY,yhcC"
"24","GO:0017004",10,4,0.92,"0.00941","cytochrome complex assembly","ccmE,ccmF,ccmG,ccmH,dsbD,nrfE,nrfF,nrfG,sdhC,sdhD","nrfE,nrfG,sdhC,sdhD"
"25","GO:0009060",31,11,2.86,"0.01078","aerobic respiration","aceK,acnA,acnB,appB,cydB,cyoA,cyoB,cyoC,cyoD,dld,erpA,fdrA,fumC,glpD,lldD,mdh,ndh,nuoB,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,sdhA,sdhB,sdhC,sdhD,sucB,sucC,torC","acnB,cyoA,cyoD,fdrA,sdhA,sdhB,sdhC,sdhD,sucB,sucC,torC"
"26","GO:0045333",69,24,6.36,"0.01108","cellular respiration","aceK,acnA,acnB,appB,cydB,cyoA,cyoB,cyoC,cyoD,dld,dmsB,dmsC,erpA,fdnH,fdnI,fdoH,fdoI,fdrA,fnr,frdA,frdB,frdC,frdD,fumC,glpA,glpB,glpC,glpD,hyaA,hyaB,hyaC,hybA,hybB,hybC,hybO,hycB,hydN,lldD,mdh,napA,napB,napC,narI,ndh,nirB,nirD,nrfA,nrfB,nrfC,nrfD,nuoB,nuoE,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,sdhA,sdhB,sdhC,sdhD,sucB,sucC,torC,torS,torY,ygfS,ysaA","acnB,cyoA,cyoD,dmsB,dmsC,fdnH,fdnI,fdrA,glpB,glpC,hycB,narI,nirD,nrfB,nrfC,nrfD,sdhA,sdhB,sdhC,sdhD,sucB,sucC,torC,torY"
"27","GO:0019698",6,3,0.55,"0.01250","D-galacturonate catabolic process","kdgK,kduD,kduI,uxaA,uxaB,uxaC","uxaA,uxaB,uxaC"
"28","GO:0009437",6,3,0.55,"0.01250","carnitine metabolic process","caiB,caiD,caiE,caiF,fixA,fixB","caiB,fixA,fixB"
"29","GO:0046396",6,3,0.55,"0.01250","D-galacturonate metabolic process","kdgK,kduD,kduI,uxaA,uxaB,uxaC","uxaA,uxaB,uxaC"
"30","GO:0046397",6,3,0.55,"0.01250","galacturonate catabolic process","kdgK,kduD,kduI,uxaA,uxaB,uxaC","uxaA,uxaB,uxaC"
"31","GO:0019586",6,3,0.55,"0.01250","galacturonate metabolic process","kdgK,kduD,kduI,uxaA,uxaB,uxaC","uxaA,uxaB,uxaC"
"32","GO:0055114",119,31,10.97,"0.01981","oxidation-reduction process","aceF,aceK,acnA,acnB,adeD,aidB,alkB,appB,caiA,cbrA,ccmG,ccmH,csrA,cydB,cyoA,cyoB,cyoC,cyoD,cysH,dadA,dld,dmsB,dmsC,dsbA,dsbB,dsbC,dsbD,erpA,fadA,fadB,fadE,fadH,fadK,fadM,fadR,fdhF,fdnH,fdnI,fdoH,fdoI,fdrA,fixB,fnr,frdA,frdB,frdC,frdD,fumC,gldA,glgA,glgB,glgC,glgX,glpA,glpB,glpC,glpD,gstB,hcp,hyaA,hyaB,hyaC,hybA,hybB,hybC,hybO,hycB,hydN,icd,ldhA,lipA,lldD,lpd,malQ,mdaB,mdh,napA,napB,napC,narI,ndh,nirB,nirD,nrfA,nrfB,nrfC,nrfD,nuoB,nuoE,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,pdxH,pgm,phoA,pntA,pntB,ptsH,sdhA,sdhB,sdhC,sdhD,sodB,sucB,sucC,torC,torS,torY,trkA,trxA,trxC,ydhX,ydiO,ydiR,ygfS,ysaA","acnB,caiA,cyoA,cyoD,cysH,dadA,dmsB,dmsC,fdhF,fdnH,fdnI,fdrA,fixB,glpB,glpC,hcp,hycB,icd,narI,nirD,nrfB,nrfC,nrfD,sdhA,sdhB,sdhC,sdhD,sucB,sucC,torC,torY"
"33","GO:0071468",7,3,0.65,"0.02041","cellular response to acidic pH","clcA,clcB,frc,hdeA,oxc,yhcN,yjaA","frc,oxc,yhcN"
"34","GO:0000103",7,3,0.65,"0.02041","sulfate assimilation","cysH,cysQ,cysU,cysW,cysZ,trxA,trxC","cysH,cysU,cysW"
"35","GO:0015849",74,15,6.82,"0.02338","organic acid transport","aaeA,aaeB,acrA,actP,adiC,alaE,ansP,argO,artJ,artM,brnQ,cycA,cydC,cydD,dauA,dcuA,dcuB,dcuC,dsdX,eamA,eamB,exuT,focA,gabP,gadC,glnP,gltK,gltP,gltS,gntU,hisM,hisP,kdgT,leuE,livF,livG,livH,livM,lysO,lysP,metI,metN,metQ,nanC,panF,potE,proP,proV,proY,putP,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,uacT,ulaA,ulaB,ulaC,ybaT,yddG,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","aaeA,aaeB,dcuB,exuT,gntU,potE,proV,tcyJ,tcyP,tdcC,uacT,ulaA,ulaB,ulaC,ygjI"
"36","GO:0018378",3,2,0.28,"0.02382","cytochrome c-heme linkage via heme-L-cysteine","nrfE,nrfF,nrfG","nrfE,nrfG"
"37","GO:0046373",3,2,0.28,"0.02382","L-arabinose metabolic process","araA,araB,araD","araA,araD"
"38","GO:0015682",3,2,0.28,"0.02382","ferric iron transport","fepD,fepE,fepG","fepD,fepE"
"39","GO:0015685",3,2,0.28,"0.02382","ferric-enterobactin transport","fepD,fepE,fepG","fepD,fepE"
"40","GO:0051167",3,2,0.28,"0.02382","xylulose 5-phosphate metabolic process","araA,araB,araD","araA,araD"
"41","GO:1901159",3,2,0.28,"0.02382","xylulose 5-phosphate biosynthetic process","araA,araB,araD","araA,araD"
"42","GO:0019569",3,2,0.28,"0.02382","L-arabinose catabolic process to xylulose 5-phosphate","araA,araB,araD","araA,araD"
"43","GO:0006535",3,2,0.28,"0.02382","cysteine biosynthetic process from serine","cysE,cysK,cysM","cysK,cysM"
"44","GO:0019572",3,2,0.28,"0.02382","L-arabinose catabolic process","araA,araB,araD","araA,araD"
"45","GO:0072512",3,2,0.28,"0.02382","trivalent inorganic cation transport","fepD,fepE,fepG","fepD,fepE"
"46","GO:0022900",18,8,1.66,"0.02411","electron transport chain","appB,cydB,cyoA,cyoB,cyoC,cyoD,dld,dsbB,fdoH,glpC,icd,narI,ndh,nrfA,nrfB,nrfC,nrfD,nuoE","cyoA,cyoD,glpC,icd,narI,nrfB,nrfC,nrfD"
"47","GO:0071467",8,3,0.74,"0.03047","cellular response to pH","clcA,clcB,frc,hdeA,oxc,phoU,yhcN,yjaA","frc,oxc,yhcN"
"48","GO:0006563",8,3,0.74,"0.03047","L-serine metabolic process","cysE,cysK,cysM,glyA,serA,serB,serC,tdcB","cysK,cysM,tdcB"
"49","GO:0006577",8,3,0.74,"0.03047","amino-acid betaine metabolic process","betA,betB,caiB,caiD,caiE,caiF,fixA,fixB","caiB,fixA,fixB"
"50","GO:0015711",96,17,8.85,"0.03747","organic anion transport","aaeA,aaeB,acrA,actP,adiC,alaE,ansP,argO,artJ,artM,brnQ,cycA,cydC,cydD,dauA,dcuA,dcuB,dcuC,dgoT,dsdX,eamA,eamB,entS,exuT,fepB,fepD,fepE,fepG,focA,gabP,gadC,glnP,gltK,gltP,gltS,gntU,gsiA,gsiB,gsiC,gsiD,hisM,hisP,kdgT,leuE,livF,livG,livH,livM,lplT,lysO,lysP,metI,metN,metQ,mlaB,mlaC,mlaE,mlaF,nanC,panF,potE,proP,proV,proY,putP,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,tolC,uacT,ugpA,ugpB,ugpC,ugpE,uhpT,ulaA,ulaB,ulaC,ybaT,yddG,ydgI,yeeO,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","aaeA,aaeB,dcuB,exuT,fepD,fepE,gntU,potE,proV,tcyJ,tcyP,tdcC,uacT,ulaA,ulaB,ulaC,ygjI"
"51","GO:0000097",9,3,0.83,"0.04267","sulfur amino acid biosynthetic process","cysE,cysK,cysM,cysZ,luxS,metB,metE,metH,mtn","cysK,cysM,metE"
"52","GO:0052646",4,2,0.37,"0.04477","alditol phosphate metabolic process","glpA,glpB,glpC,glpD","glpB,glpC"
"53","GO:0006094",4,2,0.37,"0.04477","gluconeogenesis","fbp,pck,ppsA,tpiA","fbp,ppsA"
"54","GO:0006878",4,2,0.37,"0.04477","cellular copper ion homeostasis","cusA,cusB,cusF,cutC","cusB,cusF"
"55","GO:0006072",4,2,0.37,"0.04477","glycerol-3-phosphate metabolic process","glpA,glpB,glpC,glpD","glpB,glpC"
"56","GO:0010273",4,2,0.37,"0.04477","detoxification of copper ion","copA,cusA,cusB,cusF","cusB,cusF"
"57","GO:0015811",4,2,0.37,"0.04477","L-cystine transport","tcyJ,tcyL,tcyN,tcyP","tcyJ,tcyP"
"58","GO:0019319",4,2,0.37,"0.04477","hexose biosynthetic process","fbp,pck,ppsA,tpiA","fbp,ppsA"
"59","GO:0019344",4,2,0.37,"0.04477","cysteine biosynthetic process","cysE,cysK,cysM,cysZ","cysK,cysM"
"60","GO:0061687",4,2,0.37,"0.04477","detoxification of inorganic compound","copA,cusA,cusB,cusF","cusB,cusF"
"61","GO:0046168",4,2,0.37,"0.04477","glycerol-3-phosphate catabolic process","glpA,glpB,glpC,glpD","glpB,glpC"
"62","GO:0046942",73,14,6.73,"0.04729","carboxylic acid transport","aaeA,aaeB,acrA,actP,adiC,alaE,ansP,argO,artJ,artM,brnQ,cycA,cydC,cydD,dauA,dcuA,dcuB,dcuC,dsdX,eamA,eamB,exuT,focA,gabP,gadC,glnP,gltK,gltP,gltS,gntU,hisM,hisP,kdgT,leuE,livF,livG,livH,livM,lysO,lysP,metI,metN,metQ,nanC,panF,potE,proP,proV,proY,putP,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,ulaA,ulaB,ulaC,ybaT,yddG,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","aaeA,aaeB,dcuB,exuT,gntU,potE,proV,tcyJ,tcyP,tdcC,ulaA,ulaB,ulaC,ygjI"
"63","GO:0006820",108,18,9.96,"0.04790","anion transport","aaeA,aaeB,acrA,actP,adiC,alaE,ansP,argO,artJ,artM,brnQ,clcA,clcB,crcB,cycA,cydC,cydD,cysZ,dauA,dcuA,dcuB,dcuC,dgoT,dsdX,eamA,eamB,entS,exuT,fepB,fepD,fepE,fepG,focA,gabP,gadC,glnP,gltK,gltP,gltS,gntU,gsiA,gsiB,gsiC,gsiD,hisM,hisP,kdgT,leuE,livF,livG,livH,livM,lplT,lysO,lysP,metI,metN,metQ,mlaB,mlaC,mlaE,mlaF,nanC,nirC,panF,phoU,potE,proP,proV,proY,pstA,pstB,pstC,pstS,putP,rhtB,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,tolC,uacT,ugpA,ugpB,ugpC,ugpE,uhpC,uhpT,ulaA,ulaB,ulaC,ybaT,yddG,ydgI,yeeO,yfdC,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","aaeA,aaeB,dcuB,exuT,fepD,fepE,gntU,nirC,potE,proV,tcyJ,tcyP,tdcC,uacT,ulaA,ulaB,ulaC,ygjI"
