,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Genome,Gene_ID,Name,Description
76673_chaA,1669.0642364571818,0.24391031961717766,0.6561425272445314,0.0,1.0,1.0,K-12,b1216,chaA,Na(+)/K(+):H(+) antiporter ChaA
77324_ruvB,1741.9530058971827,-0.05290541084910539,0.29497160944211964,-0.0,1.0,1.0,K-12,b1860,ruvB,Holliday junction branch migration complex subunit RuvB
75602_ppdD,20.791907461685263,0.5646725563183114,0.8377512811605933,0.0,1.0,1.0,K-12,b0108,ppdD,prepilin peptidase-dependent protein
77343_flhE,61.96060443626818,0.00849913851785289,0.5597315238824573,0.0,1.0,1.0,K-12,b1878,flhE,flagellar protein
3665_Hypothetical_oxidore..,133.5643885134952,1.830946670901608,0.8361675782917513,0.9937561470622792,0.3203416004377615,1.0,CFT073,c3751,,Hypothetical oxidoreductase ydfI
79118_atpI,4659.211634648992,1.2673049368857716,0.4020644107424765,0.664831130893058,0.5061585087323959,1.0,K-12,b3739,atpI,ATP synthase accessory factor
395_2-5-diketo-D-gluconi..,1335.4859037508475,-2.124867124401815,0.4700945081548894,-2.392853149501563,0.01671793082679123,0.133165542832663,CFT073,c0414,,"2,5-diketo-D-gluconic acid reductase A"
78928_yiaG,3856.901159214069,-4.05380299389971,0.9245818295127178,-3.3029018053590296,0.0009568988927143623,0.013719803679540146,K-12,b3555,yiaG,putative DNA-binding transcriptional regulator YiaG
79401_aphA,865.1635777206031,0.9362963299610731,0.3366324937066054,0.0,1.0,1.0,K-12,b4055,aphA,acid phosphatase/phosphotransferase
76090_citX,142.51007694607304,7.247856291407724,0.7426415056813644,8.413017914579651,3.9959390865179665e-17,1.07424162442558e-14,K-12,b0614,citX,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
77691_nudI,774.2138551438915,-1.431149400312001,0.5802485547795567,-0.7430426095172263,0.4574558837472748,1.0,K-12,b2251,nudI,pyrimidine deoxynucleotide diphosphatase NudI
75621_yadG,3580.914348293305,-0.4358779469896342,0.2447503350711597,-0.0,1.0,1.0,K-12,b0127,yadG,putative ABC transporter ATP-binding protein YadG
77688_yfaX,43.599592842464105,0.4954833637325108,0.5007745302966935,0.0,1.0,1.0,K-12,b2248,yfaX,putative DNA-binding transcriptional regulator YfaX
79715_deoA,4865.165346049903,-0.3315846386980267,0.557578365453629,-0.0,1.0,1.0,K-12,b4382,deoA,thymidine phosphorylase
79601_holC,2602.28468997596,0.3241653241899335,0.32297323625988705,0.0,1.0,1.0,K-12,b4259,holC,DNA polymerase III subunit chi
4663_Putative_conserved_p..,862.6996315253308,-0.6860508432177874,0.3872919493121917,-0.0,1.0,1.0,CFT073,c4761,,Putative conserved protein
79673_yjiM,196.495498578794,0.8496302372096821,0.6600091550309324,0.0,1.0,1.0,K-12,b4335,yjiM,putative dehydratase subunit
77971_hcaT,346.3419339200102,0.7501506767685633,0.3338035226375196,0.0,1.0,1.0,K-12,b2536,hcaT,putative 3-phenylpropionate transporter
77172_btuC,1157.4100445297847,-0.2418349574813381,0.4229426166765337,-0.0,1.0,1.0,K-12,b1711,btuC,vitamin B12 ABC transporter membrane subunit
75626_rpnC,1117.9245268199477,-0.9166412888451556,0.59872660429211,-0.0,1.0,1.0,K-12,b0132,rpnC,recombination-promoting nuclease RpnC
75585_murG,3371.071365544081,-0.0923073176734662,0.2491890935255973,-0.0,1.0,1.0,K-12,b0090,murG,N-acetylglucosaminyl transferase
78708_gspH,102.7691576404146,2.4704747776104283,0.5384204187766033,2.7310902899106897,0.006312517494462048,0.06277668632896062,K-12,b3329,gspH,Type II secretion system protein GspH
77621_yejA,1095.4276373925272,-0.8544581200924111,0.2975126325655073,-0.0,1.0,1.0,K-12,b2177,yejA,putative oligopeptide ABC transporter periplasmic binding protein
77282_manZ,10607.340976341182,0.21586883314998276,0.6072100449427039,0.0,1.0,1.0,K-12,b1819,manZ,mannose-specific PTS enzyme IID component
76648_ycgR,577.8942310336545,-3.485734279183998,1.2140223585998609,-2.0475193570988344,0.0406071182602888,0.2588904417148057,K-12,b1194,ycgR,flagellar brake protein YcgR
79597_rraB,12948.093936883364,-1.0963068743120206,0.5761226846439143,-0.16716382964775153,0.8672411436774077,1.0,K-12,b4255,rraB,ribonuclease E inhibitor protein B
77266_rnd,2403.175495672896,0.18463446986364174,0.2891185974746327,0.0,1.0,1.0,K-12,b1804,rnd,RNase D
79279_yiiR,621.3421230159679,-0.4154594980885274,0.3366693118031753,-0.0,1.0,1.0,K-12,b3921,yiiR,DUF805 domain-containing protein YiiR
78668_trkA,1957.2588902044504,-0.005989067876544496,0.2992695227922829,-0.0,1.0,1.0,K-12,b3290,trkA,NAD-binding component of Trk potassium transporters
76172_ybgI,4037.7470846395363,-1.3513981500580043,0.29363378544473434,-1.1967224736274158,0.23141474445310994,0.924577880109228,K-12,b0710,ybgI,radiation resistance protein YbgI
3424_Hypothetical_protein,60.17057227882355,3.0577244276900126,0.7813210575693078,2.633647727467629,0.008447307951128847,0.07830751566190132,CFT073,c3506,,Hypothetical protein
75888_tsx,6210.166905046288,2.0547428051528165,0.5449317751413641,1.935550197782464,0.05292281498192807,0.3132642222599999,K-12,b0411,tsx,nucleoside-specific channel-forming protein Tsx
77309_ptrB,1279.5856849480888,-0.6478307984329505,0.4795774580812738,-0.0,1.0,1.0,K-12,b1845,ptrB,oligopeptidase B
79507_mscM,1799.018096177323,0.5292185674855439,0.4841724846502933,0.0,1.0,1.0,K-12,b4159,mscM,miniconductance mechanosensitive channel MscM
79645_nanC,375.0110871069322,0.37518568987155504,0.7122763967413138,0.0,1.0,1.0,K-12,b4311,nanC,N-acetylneuraminic acid outer membrane channel
76524_flgM,1334.9438537876981,-2.6949864155588443,0.8164672750092264,-2.0760004319091543,0.03789391104752997,0.2440035070645343,K-12,b1071,flgM,anti-sigma factor for FliA (sigma(28))
76316_rlmC,1349.9327404079045,1.090776231973952,0.30747937382001594,0.2952270613998589,0.7678204307930632,1.0,K-12,b0859,rlmC,23S rRNA m(5)U747 methyltransferase
11107_dsdA_1,145.14829074032798,-0.6554595483592446,0.8349179363999386,-0.0,1.0,1.0,,,,
77734_hxpA,1544.1243999065725,-0.05767337363879747,0.3055846602165498,-0.0,1.0,1.0,K-12,b2293,hxpA,hexitol phosphatase A
77692_ais,144.55875018191185,0.8869920354807768,0.6879279864645129,0.0,1.0,1.0,K-12,b2252,ais,putative lipopolysaccharide core heptose(II)-phosphate phosphatase
79293_priA,1306.1961422996733,1.3541030401572345,0.3761602417915725,0.9413622196506356,0.3465192675919381,1.0,K-12,b3935,priA,primosome factor N'
78352_yqgF,628.0479871565693,-0.1513588778296035,0.2730540577965249,-0.0,1.0,1.0,K-12,b2949,yqgF,ribonuclease H-like domain containing nuclease
76426_yccA,2257.7480884696383,-0.1429514138603626,0.6483354373449155,-0.0,1.0,1.0,K-12,b0970,yccA,modulator of FtsH protease
79053_yidH,257.5601295171944,-1.1943815929029369,0.4073376258557968,-0.4772001911057204,0.6332195750567005,1.0,K-12,b3676,yidH,conserved inner membrane protein YidH
75566_leuD,5864.510583198311,-5.5281518017139675,0.9550206242843214,-4.741417815041743,2.1222774754512277e-06,5.902126841211775e-05,K-12,b0071,leuD,3-isopropylmalate dehydratase subunit LeuD
78882_yhiD,3801.734538502083,-3.8081209663381297,1.13856906869688,-2.46635978751126,0.01364941553616769,0.11378039927565108,K-12,b3508,yhiD,inner membrane protein YhiD
76117_ybeL,4843.99240590938,-2.1418629664741315,0.7656031021393476,-1.4914555117180035,0.13584194307952782,0.6350000142587917,K-12,b0643,ybeL,DUF1451 domain-containing protein YbeL
76314_potI,651.0480878620235,-2.5966409609338386,0.6891547450626386,-2.3168105166115,0.020514055908773983,0.15390312642256948,K-12,b0857,potI,putrescine ABC transporter membrane subunit PotI
79354_purD,2235.938309481149,0.5127575721639908,0.7450928754346622,0.0,1.0,1.0,K-12,b4005,purD,phosphoribosylamine--glycine ligase
79247_yiiD,1297.8585142287336,-0.8813489997983895,0.34482370136998736,-0.0,1.0,1.0,K-12,b3888,yiiD,putative acetyltransferase YiiD
77533_yegS,1849.1645093960876,-3.2937245625862226,0.7356594112829874,-3.1179164262793497,0.001821344425215793,0.022685934809830686,K-12,b2086,yegS,lipid kinase
77959_iscX,1546.8167985788916,-0.8265538846203373,0.5384128707899185,-0.0,1.0,1.0,K-12,b2524,iscX,accessory iron-sulfur cluster assembly protein IscX
78996_waaF,2368.191623224908,0.06925786239634202,0.3273485977640724,0.0,1.0,1.0,K-12,b3620,waaF,ADP-heptose--LPS heptosyltransferase 2
76698_oppB,1769.178632579211,1.5337876826716836,0.5457784718116167,0.9780299338298712,0.3280595194346735,1.0,K-12,b1244,oppB,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB
78942_xylG,8549.466723718066,-4.899684043421189,0.7126741166695137,-5.471903570239491,4.452270887744763e-08,1.8181045422613427e-06,K-12,b3567,xylG,xylose ABC transporter ATP binding subunit
78080_lhgO,2160.681972354103,-5.197400436269797,0.8709116927644036,-4.819547689096495,,,K-12,b2660,lhgO,L-2-hydroxyglutarate oxidase
78748_cysG,883.8283817527338,1.2217532285282322,0.3331244198670492,0.6656768921856119,0.505617646636464,1.0,K-12,b3368,cysG,siroheme synthase
77696_arnD,974.2520798213134,-1.6807768062850568,0.4991760809516176,-1.3638009357083771,0.1726302257301248,0.744525545729121,K-12,b2256,arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
79562_ytfK,565.9558818916954,-1.244501265024123,1.0001755246477186,-0.2444583565572064,0.8068758503424226,1.0,K-12,b4217,ytfK,DUF1107 domain-containing protein YtfK
77657_ompC,128132.94690065492,-1.4634877005636342,0.5789022150312471,-0.8006321076843986,0.4233446572617085,1.0,K-12,b2215,ompC,outer membrane porin C
78474_ebgC,130.69736325527538,2.5478535389225505,0.5114120275642655,3.0266271724085394,0.0024729877024096568,0.02933036149990276,K-12,b3077,ebgC,DUF386 domain-containing evolved beta-D-galactosidase subunit beta
76898_ydcR,1175.892224050934,-1.6778654936598816,0.5844206258485982,-1.1598931722774128,0.24609230293320544,0.9658075051855484,K-12,b1439,ydcR,fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR
79442_phnM,33.53477007403174,0.034193010347688166,0.5454829985436431,0.0,1.0,1.0,K-12,b4095,phnM,RPnTP hydrolase
77285_rlmA,664.5908632177618,0.6160433171133461,0.4320494246477223,0.0,1.0,1.0,K-12,b1822,rlmA,23S rRNA m(1)G745 methyltransferase
78761_yhfY,121.99835027448479,-0.25519236152201114,0.5201459458955052,-0.0,1.0,1.0,K-12,b3382,yhfY,conserved protein YhfY
79539_ulaA,1075.6332334086273,5.324314905178166,0.5809106724321412,7.444027301260004,9.766130337125594e-14,1.3127306861486318e-11,K-12,b4193,ulaA,L-ascorbate specific PTS enzyme IIC component
77658_rcsD,10021.88631964938,-0.5265074854379759,0.19502841197971651,-0.0,1.0,1.0,K-12,b2216,rcsD,RcsD phosphotransferase
78107_yqaA,3907.160511123027,-0.6755730227430902,0.23982026512182386,-0.0,1.0,1.0,K-12,b2689,yqaA,DedA family protein YqaA
77632_yejM,3240.0008961623885,0.0038460043341860908,0.3058483912488431,0.0,1.0,1.0,K-12,b2188,yejM,putative cardiolipin transport protein
77125_ribC,4317.532137046194,-0.7105533384440019,0.2588585058361196,-0.0,1.0,1.0,K-12,b1662,ribC,riboflavin synthase
79286_zapB,10244.899979696942,-0.27739309944010765,0.4704263879640228,-0.0,1.0,1.0,K-12,b3928,zapB,cell division factor ZapB
78214_fucP,329.6259143610088,0.8565118142087824,0.690455393265066,0.0,1.0,1.0,K-12,b2801,fucP,L-fucose:H(+) symporter
76666_prmC,880.266227525172,0.8555188318711581,0.5297769314145675,0.0,1.0,1.0,K-12,b1212,prmC,protein-(glutamine-N(5)) methyltransferase
4387_Hypothetical_protein..,37.38191082928322,1.5097775134881637,0.5383009356442817,0.9470121259923521,0.3436325999761473,1.0,CFT073,c4482,,Hypothetical protein yajF
76418_helD,2524.249193627483,-0.6078995554258471,0.31146187868577235,-0.0,1.0,1.0,K-12,b0962,helD,DNA helicase IV
77456_dacD,343.22926814315514,-0.26395168152371123,0.6547456429360761,-0.0,1.0,1.0,K-12,b2010,dacD,D-alanyl-D-alanine carboxypeptidase DacD
78221_gcvA,850.2073088764121,0.10757914567499152,0.3007348116291859,0.0,1.0,1.0,K-12,b2808,gcvA,DNA-binding transcriptional dual regulator GcvA
79527_yjfI,125.1159531053842,0.9372249593453308,0.3735543346371386,0.0,1.0,1.0,K-12,b4181,yjfI,conserved protein YjfI
78956_sgbH,29.37023738720809,0.0662068526746349,0.4808581546776021,0.0,1.0,1.0,K-12,b3581,sgbH,3-keto-L-gulonate-6-phosphate decarboxylase SgbH
77167_ydiU,2822.550218190987,-3.0790949811155666,0.28531084782473753,-7.287122087950632,3.166459470792693e-13,3.783332686213789e-11,K-12,b1706,ydiU,UPF0061 family protein YdiU
77850_crr,30434.978506472973,-0.5105715361247518,0.32814621508422737,-0.0,1.0,1.0,K-12,b2417,crr,Enzyme IIA(Glc)
76128_gltJ,565.145249303131,-2.5209274936567625,0.5442430328305076,-2.7945741183799804,0.0051968126487231935,0.053733710271734056,K-12,b0654,gltJ,glutamate/aspartate ABC transporter membrane subunit GltJ
78364_mutY,2350.971455191986,-0.2747948849991821,0.3610730428092248,-0.0,1.0,1.0,K-12,b2961,mutY,adenine DNA glycosylase
79390_yjbJ,769.4503141988083,-0.8908593395782319,0.913501252731836,-0.0,1.0,1.0,K-12,b4045,yjbJ,putative stress response protein
79315_argC,1313.5305912542892,2.1950399703592813,0.8114870725279976,1.4726543537365475,0.1408442606551649,0.6490908355336599,K-12,b3958,argC,N-acetylglutamylphosphate reductase
75948_ybaB,9569.59324037844,-0.4451674931829328,0.3855454520200338,-0.0,1.0,1.0,K-12,b0471,ybaB,putative nucleoid-associated protein YbaB
77268_yeaY,2103.6224931446945,0.1811641529742184,0.2994551359809115,0.0,1.0,1.0,K-12,b1806,yeaY,Slp family lipoprotein YeaY
78811_yhgN,490.88936396803985,0.6561181136958356,0.2792739807762313,0.0,1.0,1.0,K-12,b3434,yhgN,putative inner membrane protein
76934_yddM,130.15740424216258,-0.04526470069986772,0.684804789203365,-0.0,1.0,1.0,K-12,b1477,yddM,putative DNA-binding transcriptional regulator YddM
76307_ybjC,1876.387889372871,0.6180196553647676,0.594919630644728,0.0,1.0,1.0,K-12,b0850,ybjC,DUF1418 domain-containing protein YbjC
78760_yhfX,46.51465126271779,0.26790519945529284,0.5963903035836927,0.0,1.0,1.0,K-12,b3381,yhfX,putative PLP-binding protein YhfX
78409_dkgA,2328.535683482138,-1.8717711149326248,0.8472149422988043,-1.0289845839677834,0.3034869190857623,1.0,K-12,b3012,dkgA,methylglyoxal reductase DkgA
75645_fhuC,2137.29434837312,-0.3996094519824913,0.4331127147367272,-0.0,1.0,1.0,K-12,b0151,fhuC,iron(III) hydroxamate ABC transporter ATP binding subunit
76837_uspF,5043.268403902069,0.7357355119467693,0.8098148096109181,0.0,1.0,1.0,K-12,b1376,uspF,nucleotide binding filament protein
79557_ytfH,178.64892437187078,-0.14401685222710467,0.3467374157416289,-0.0,1.0,1.0,K-12,b4212,ytfH,putative transcriptional regulator YtfH
79340_thiS,23.935112204297887,0.9754887620162048,0.5372735274439149,0.0,1.0,1.0,K-12,b4407,thiS,sulfur carrier protein ThiS
76070_entB,4594.7268749555715,0.3835251813475832,0.4984568200720394,0.0,1.0,1.0,K-12,b0595,entB,enterobactin synthase component B
77313_purT,1015.97481127062,0.4849599466497359,0.8915692869322537,0.0,1.0,1.0,K-12,b1849,purT,phosphoribosylglycinamide formyltransferase 2
76899_ydcS,843.9997681712795,-3.191895799659428,0.9811116884259804,-2.234094064434128,0.025476884481357633,0.18183280826738876,K-12,b1440,ydcS,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase
78628_yhcO,1504.5615031262164,-2.6640814944572777,0.8496729947131767,-1.9584963919196,0.050171794002819584,0.3014044831528789,K-12,b3239,yhcO,putative barnase inhibitor
79158_rffH,1234.0609022475717,0.5328195099001121,0.2650679003441065,0.0,1.0,1.0,K-12,b3789,rffH,dTDP-glucose pyrophosphorylase 2
76276_ldtB,3182.143674886866,-0.1129337335918923,0.22338159439687508,-0.0,1.0,1.0,K-12,b0819,ldtB,"L,D-transpeptidase YbiS"
79443_phnL,17.074304786927883,0.07916917221132297,0.7478555579363032,0.0,1.0,1.0,K-12,b4096,phnL,methylphosphonate degradation complex subunit PhnL
77842_yfeH,1069.2598187994881,-0.7238096551516894,0.35270069654268243,-0.0,1.0,1.0,K-12,b2410,yfeH,putative solute:Na(+) symporter
77885_eutH,110.74900716364428,2.6270721580786267,0.6090566835754855,2.67146261088024,0.007552148540096376,0.07229445457077421,K-12,b2452,eutH,putative inner membrane protein
79191_pldB,1737.9668968179074,-0.11226974490297258,0.25487971551918365,-0.0,1.0,1.0,K-12,b3825,pldB,lysophospholipase L2
77754_cvpA,1543.0393228804658,1.3425740358638272,0.5303613680357574,0.6459256961580399,0.5183274773077269,1.0,K-12,b2313,cvpA,colicin V production protein
76699_oppC,1320.5010516728146,1.5172623867432713,0.5267637019843997,0.9819628512645509,0.3261181499239329,1.0,K-12,b1245,oppC,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC
78016_eamB,79.54753472207092,-0.5668468169910131,0.545971408675373,-0.0,1.0,1.0,K-12,b2578,eamB,cysteine/O-acetylserine exporter EamB
77331_aspS,14742.519848635095,0.6060326732880695,0.38198448929270795,0.0,1.0,1.0,K-12,b1866,aspS,aspartate--tRNA ligase
78827_ugpE,560.6944908934802,-2.9935348239156143,0.6735427229212855,-2.9597748681319977,0.003078639294140147,0.03559745649783553,K-12,b3451,ugpE,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE
79490_yjeI,2659.400198981204,-0.9891987677175572,0.399190586023278,-0.0,1.0,1.0,K-12,b4144,yjeI,DUF4156 domain-containing lipoprotein YjeI
77532_yegR,37.645722467853076,0.8022704886701575,0.7318071622550529,0.0,1.0,1.0,K-12,b2085,yegR,uncharacterized protein YegR
77634_narP,881.6097968753654,1.978129957196261,0.5085034269958489,1.9235464409254528,0.0544114599818538,0.3185687294037393,K-12,b2193,narP,DNA-binding transcriptional dual regulator NarP
77587_sanA,597.1061504059203,0.014792047661420704,0.34039243466103103,0.0,1.0,1.0,K-12,b2144,sanA,DUF218 domain-containing protein SanA
76086_rnk,527.8617809599467,-0.6455942895543236,0.3826805467235982,-0.0,1.0,1.0,K-12,b0610,rnk,nucleoside diphosphate kinase regulator
79109_glmU,6454.719191315025,0.0946339389538731,0.4131672590923154,0.0,1.0,1.0,K-12,b3730,glmU,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
77700_pmrD,840.3004953099103,0.3824568814117091,0.4471241813234635,0.0,1.0,1.0,K-12,b2259,pmrD,signal transduction protein PmrD
78340_speB,3585.559493264961,0.7231559938676972,0.4502319714613979,0.0,1.0,1.0,K-12,b2937,speB,agmatinase
79427_mdtO,60.146757099948175,0.8417040488551835,0.5161309740172335,0.0,1.0,1.0,K-12,b4081,mdtO,putative multidrug efflux pump subunit MdtO
76989_eamA,797.3838967110562,-2.4304396483871185,0.5519126136460142,-2.5917864767348364,0.00954790108388704,0.08627879242750586,K-12,b1533,eamA,cysteine/O-acetylserine exporter EamA
76405_uup,6073.776087881717,1.0939892997214855,0.3511640382040429,0.2676506973839773,0.7889682032752571,1.0,K-12,b0949,uup,ATP-binding protein with possible role in replication
75643_mrcB,5775.67644409938,0.0701311655462229,0.26727750256569344,0.0,1.0,1.0,K-12,b0149,mrcB,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcB
79311_yijO,369.3612950471559,-0.11021900398556272,0.33283530025514857,-0.0,1.0,1.0,K-12,b3954,yijO,putative DNA-binding transcriptional regulator YijO
78853_nikB,81.63990664241261,3.6771789743029175,0.6669177760092303,4.014256435512771,5.963348634322145e-05,0.0011589013671279061,K-12,b3477,nikB,Ni(2(+)) ABC transporter membrane subunit NikB
78315_zapA,8429.711331800612,-0.4922658797592197,0.38690764561024943,-0.0,1.0,1.0,K-12,b2910,zapA,cell division protein ZapA
76930_yddG,225.03006478440082,0.10667137784915727,0.6932700207355644,0.0,1.0,1.0,K-12,b1473,yddG,aromatic amino acid exporter
75682_tilS,721.7834378182151,-0.022531119159152176,0.6312241719987812,-0.0,1.0,1.0,K-12,b0188,tilS,tRNA(Ile)-lysidine synthetase
78150_ygbK,4427.064323445111,-3.291461792056007,1.2418550160854989,-1.8451926854384464,,,K-12,b2737,ygbK,putative 3-oxo-tetronate kinase YgbK
76497_csgC,58.81795960027167,-0.21251206464298905,0.5854053181695619,-0.0,1.0,1.0,K-12,b1043,csgC,inhibitor of CsgA amyloid formation
77081_malI,575.4442064405715,-0.5659153273056773,0.4824232594236827,-0.0,1.0,1.0,K-12,b1620,malI,DNA-binding transcriptional repressor MalI
77594_galS,443.0860943503317,-0.42112158001939504,0.7016429870807585,-0.0,1.0,1.0,K-12,b2151,galS,DNA-binding transcriptional dual regulator GalS
77753_purF,3558.9557578943895,0.6779392703035737,0.6162045676132434,0.0,1.0,1.0,K-12,b2312,purF,amidophosphoribosyltransferase
79136_maoP,1784.3744196776481,0.3850349001592391,0.5863943767242044,0.0,1.0,1.0,K-12,b3764,maoP,macrodomain Ori protein
78207_queF,3013.6701915954777,-0.09934002903864116,0.33420160380809616,-0.0,1.0,1.0,K-12,b2794,queF,7-cyano-7-deazaguanine reductase
75859_ddlA,9050.125566599376,-0.2475331968745911,0.6025211494327807,-0.0,1.0,1.0,K-12,b0381,ddlA,D-alanine--D-alanine ligase A
78565_secG,10070.018122178337,0.8756634901010003,0.3932222468634719,0.0,1.0,1.0,K-12,b3175,secG,Sec translocon subunit SecG
4670_Hypothetical_protein,43.0344542414244,0.1562273090536441,0.3975704767972374,0.0,1.0,1.0,CFT073,c4768,,Hypothetical protein
78785_greB,930.9270270087101,0.4175463318766256,0.36966473242033976,0.0,1.0,1.0,K-12,b3406,greB,transcription elongation factor GreB
75722_gpt,3918.881612748266,1.8937884827643643,0.3325105226778645,2.688000594887232,0.007188126859739515,0.06942783607640622,K-12,b0238,gpt,xanthine-guanine phsophoribosyltransferase
76906_ydcY,7959.506715486379,-0.18568322821090014,0.4904607087462637,-0.0,1.0,1.0,K-12,b1446,ydcY,DUF2526 domain-containing protein YdcY
75641_thpR,500.39075121444716,-0.4689928122070946,0.530174001740734,-0.0,1.0,1.0,K-12,b0147,thpR,"RNA 2',3'-cyclic phosphodiesterase"
78845_zntA,1730.8746085574362,0.8797708195007496,0.5984414091608544,0.0,1.0,1.0,K-12,b3469,zntA,Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
78329_fbaA,31611.32908087248,0.4116306901056137,0.3674461209043711,0.0,1.0,1.0,K-12,b2925,fbaA,fructose-bisphosphate aldolase class II
77770_aroC,2630.706181485596,-0.09493195109630848,0.5592321527553227,-0.0,1.0,1.0,K-12,b2329,aroC,chorismate synthase
79162_rffT,543.2502080424326,0.2920461803936701,0.6650544210155368,0.0,1.0,1.0,K-12,b4481,rffT,"4-acetamido-4,6-dideoxy-D-galactose transferase"
77339_cutC,2084.841199982937,-0.8202199666753835,0.4699675736592293,-0.0,1.0,1.0,K-12,b1874,cutC,protein CutC
76637_umuC,457.4578986720588,0.500469886581136,0.4480273023104914,0.0,1.0,1.0,K-12,b1184,umuC,DNA polymerase V catalytic protein
77654_alkB,121.22295371462538,-0.9640692352081082,0.7131435116265565,-0.0,1.0,1.0,K-12,b2212,alkB,DNA oxidative demethylase
78101_ygaH,1098.2300392848804,0.2925158717390068,0.4843331350566773,0.0,1.0,1.0,K-12,b2683,ygaH,L-valine exporter subunit YgaH
79415_acs,6385.669340011775,-3.773036366901794,0.7926162453013085,-3.498586337765056,0.00046773162848079804,0.0072838501402636155,K-12,b4069,acs,acetyl-CoA synthetase (AMP-forming)
79246_dtd,1196.339357159707,-1.0239874207722022,0.4407662218763552,-0.054422094029998466,0.9565988764468164,1.0,K-12,b3887,dtd,D-aminoacyl-tRNA deacylase
4975_yddR,376.0625309251063,0.06205531319600392,0.5250473953010145,0.0,1.0,1.0,CFT073,c5080,yddR,Hypothetical ABC transporter permease protein yddR
79140_ilvM,3825.278874235472,-4.004060141066258,0.5979310509532031,-5.024091216332184,5.058219370120719e-07,1.6317815688009436e-05,K-12,b3769,ilvM,acetolactate synthase II subunit IlvM
